Timestamp,22 Gordon Street Weather Station OAT,"London, United Kingdom Temp",Student Centre Luft WS600 OAT(act)
2026-01-19T21:00:00Z London,10.614999771118164,8,10.05833371480306
2026-01-19T22:00:00Z London,11.039999961853027,8,10.100000381469727
2026-01-19T23:00:00Z London,11.039999961853027,8,10.100000381469727
2026-01-20T00:00:00Z London,10.65749979019165,8,10.05833371480306
2026-01-20T01:00:00Z London,10.529999732971191,8.25,9.600000381469727
2026-01-20T02:00:00Z London,10.190000216166178,8.75,9.600000381469727
2026-01-20T03:00:00Z London,10.147500276565552,8,9.600000381469727
2026-01-20T04:00:00Z London,10.147500276565552,8,9.975000381469727
2026-01-20T05:00:00Z London,10.020000457763672,8,9.68333371480306
2026-01-20T06:00:00Z London,9.673333485921225,8,9.600000381469727
2026-01-20T07:00:00Z London,9.760000228881836,8,9.600000381469727
2026-01-20T08:00:00Z London,9.5,8.25,9.600000381469727
2026-01-20T09:00:00Z London,10.3158331712087,9,9.600000381469727
2026-01-20T10:00:00Z London,10.529999732971191,9,9.600000381469727
2026-01-20T11:00:00Z London,11.59250020980835,9.25,10.149999856948853
2026-01-20T12:00:00Z London,11.975000381469727,10,10.199999809265137
2026-01-20T13:00:00Z London,12.015000343322754,10,10.375000158945719
2026-01-20T14:00:00Z London,11.847500324249268,10.25,10.34166685740153
2026-01-20T15:00:00Z London,11.252500057220459,10.75,10.133333524068197
2026-01-20T16:00:00Z London,10.402499914169312,10,9.71666685740153
2026-01-20T17:00:00Z London,10.020000457763672,9.75,9.300000190734863
2026-01-20T18:00:00Z London,9.976667086283365,9,9.300000190734863
2026-01-20T19:00:00Z London,9.630000114440918,9,9.300000190734863
2026-01-20T20:00:00Z London,10.020000457763672,9,9.300000190734863
2026-01-20T21:00:00Z London,9.28333322207133,9,9.09166685740153
2026-01-20T22:00:00Z London,8.460000038146973,8.75,8.691666603088379
2026-01-20T23:00:00Z London,8.460000038146973,8,8.516666650772095
2026-01-21T00:00:00Z London,8.322500030199686,7.75,8.475000143051147
2026-01-21T01:00:00Z London,8.305000185966492,7,8.300000190734863
2026-01-21T02:00:00Z London,7.539999842643738,7,7.883333524068196
2026-01-21T03:00:00Z London,7.243333180745442,6.75,7.71666685740153
2026-01-21T04:00:00Z London,6.909999847412109,5.75,7.300000190734863
2026-01-21T05:00:00Z London,6.909999847412109,5,7.175000190734863
2026-01-21T06:00:00Z London,7.034999847412109,4.75,6.800000190734863
2026-01-21T07:00:00Z London,7.453333179155986,4.25,7.175000190734863
