Timestamp,22 Gordon Street Weather Station OAT,"London, United Kingdom Temp",Student Centre Luft WS600 OAT(act)
2026-01-26T11:00:00Z London,7.161666512489319,4,4.858333428700765
2026-01-26T12:00:00Z London,7.929999828338623,4.416666666666667,4.900000095367432
2026-01-26T13:00:00Z London,8.346666892369589,5.416666666666667,5.275000095367432
2026-01-26T14:00:00Z London,7.929999828338623,6,5.400000095367432
2026-01-26T15:00:00Z London,7.929999828338623,6,5.650000095367432
2026-01-26T16:00:00Z London,7.496666510899861,6,5.900000095367432
2026-01-26T17:00:00Z London,7.409999847412109,6,5.900000095367432
2026-01-26T18:00:00Z London,7.409999847412109,6,5.900000095367432
2026-01-26T19:00:00Z London,6.909999847412109,6,5.900000095367432
2026-01-26T20:00:00Z London,6.909999847412109,6,5.900000095367432
2026-01-26T21:00:00Z London,6.909999847412109,6,5.900000095367432
2026-01-26T22:00:00Z London,6.909999847412109,6,5.900000095367432
2026-01-26T23:00:00Z London,6.909999847412109,6,5.900000095367432
2026-01-27T00:00:00Z London,7.326666514078776,6,6.275000095367432
2026-01-27T01:00:00Z London,7.799999833106995,6,6.891666769981384
2026-01-27T02:00:00Z London,7.409999847412109,6,6.900000095367432
2026-01-27T03:00:00Z London,7.409999847412109,6,6.900000095367432
2026-01-27T04:00:00Z London,7.409999847412109,6.416666666666667,6.900000095367432
2026-01-27T05:00:00Z London,7.368333180745442,7,6.750000079472859
2026-01-27T06:00:00Z London,6.909999847412109,6.583333333333333,6.508333404858907
2026-01-27T07:00:00Z London,6.909999847412109,6,6.400000095367432
2026-01-27T08:00:00Z London,6.909999847412109,6,6.400000095367432
2026-01-27T09:00:00Z London,6.909999847412109,6.416666666666667,6.400000095367432
2026-01-27T10:00:00Z London,7.243333180745442,7,6.733333428700765
2026-01-27T11:00:00Z London,7.496666510899861,7,7.066666762034099
2026-01-27T12:00:00Z London,8.2216667731603,7.416666666666667,7.400000095367432
2026-01-27T13:00:00Z London,8.603333473205566,8,7.733333428700765
2026-01-27T14:00:00Z London,9.599999825159708,8,8.575000007947287
2026-01-27T15:00:00Z London,10.457499980926514,8.416666666666666,9.833333333333334
2026-01-27T16:00:00Z London,10.670000076293945,9.833333333333334,10.649999936421713
2026-01-27T17:00:00Z London,10.202499866485596,10.166666666666666,9.875
2026-01-27T18:00:00Z London,9.34000015258789,9,9.166666666666666
2026-01-27T19:00:00Z London,8.733333349227905,8.583333333333334,8.833333333333334
2026-01-27T20:00:00Z London,8.430000305175781,7.166666666666667,8.583333333333334
2026-01-27T21:00:00Z London,7.709999918937683,6,7.291666666666667
2026-01-27T22:00:00Z London,6.990833242734273,6,6.666666666666667
2026-01-27T23:00:00Z London,6.400000095367432,6,6.5
2026-01-28T00:00:00Z London,6.400000095367432,5.583333333333333,6.791666666666667
2026-01-28T01:00:00Z London,6.400000095367432,4.583333333333333,6.583333333333333
2026-01-28T02:00:00Z London,6.400000095367432,4,6.5
2026-01-28T03:00:00Z London,6.400000095367432,2.75,6.666666666666667
2026-01-28T04:00:00Z London,6.6549999713897705,1.4166666666666667,7
2026-01-28T05:00:00Z London,6.400000095367432,2.4166666666666665,6.583333333333333
2026-01-28T06:00:00Z London,5.980833371480306,2.1666666666666665,6.25
2026-01-28T07:00:00Z London,5.389999866485596,1,5.875
2026-01-28T08:00:00Z London,4.922500093777974,1,5.5
2026-01-28T09:00:00Z London,6.489166657129924,0.5833333333333334,5.875
2026-01-28T10:00:00Z London,12.614999930063883,0.4166666666666667,6.625
2026-01-28T11:00:00Z London,15.394166866938273,2.25,8.208333333333334
2026-01-28T12:00:00Z London,15.206666628519693,5.666666666666667,9
2026-01-28T13:00:00Z London,12.563333431879679,8.416666666666666,9.416666666666666
2026-01-28T14:00:00Z London,11.760000069936117,9.416666666666666,9.866666634877523
2026-01-28T15:00:00Z London,11.422500133514404,9.583333333333334,10.050000031789144
2026-01-28T16:00:00Z London,10.614999771118164,9,9.75
2026-01-28T17:00:00Z London,9.930833419164022,9,9.25
2026-01-28T18:00:00Z London,9.06666628519694,8.583333333333334,8.791666666666666
2026-01-28T19:00:00Z London,8.369999885559082,7.166666666666667,8.25
2026-01-28T20:00:00Z London,7.929999828338623,5.166666666666667,7.75
2026-01-28T21:00:00Z London,7.034166574478149,3.1666666666666665,7.166666666666667
2026-01-28T22:00:00Z London,6.233333428700765,1.5833333333333333,6.375
2026-01-28T23:00:00Z London,5.517499923706055,2.25,5.541666666666667
2026-01-29T00:00:00Z London,4.792500098546346,3.5833333333333335,4.583333333333333
2026-01-29T01:00:00Z London,4.316666781902313,3,3.5833333333333335
2026-01-29T02:00:00Z London,3.8399999141693115,2.1666666666666665,3.125
2026-01-29T03:00:00Z London,3.8399999141693115,1,3
2026-01-29T04:00:00Z London,3.8399999141693115,0.5833333333333334,3
2026-01-29T05:00:00Z London,3.8399999141693115,0,3
2026-01-29T06:00:00Z London,3.8399999141693115,0.4166666666666667,3
2026-01-29T07:00:00Z London,4.663333435853322,1,3.6666666666666665
2026-01-29T08:00:00Z London,5.432499965031941,1.8333333333333333,4.416666666666667
2026-01-29T09:00:00Z London,6.445000012715657,3.4166666666666665,4.958333333333333
2026-01-29T10:00:00Z London,9.93583333492279,4,5.958333333333333
2026-01-29T11:00:00Z London,9.120833476384481,4.833333333333333,6.5
2026-01-29T12:00:00Z London,9.253333330154419,6.416666666666667,6.916666666666667
2026-01-29T13:00:00Z London,9.210000038146973,7,7
2026-01-29T14:00:00Z London,8.430000305175781,7,7
2026-01-29T15:00:00Z London,8.430000305175781,7,7
2026-01-29T16:00:00Z London,8.09666665395101,7,6.708333333333333
2026-01-29T17:00:00Z London,7.409999847412109,6.583333333333333,6.208333333333333
2026-01-29T18:00:00Z London,7.034999847412109,6,5.833333333333333
2026-01-29T19:00:00Z London,6.570000012715657,6,5.458333333333333
2026-01-29T20:00:00Z London,6.400000095367432,5.583333333333333,5
2026-01-29T21:00:00Z London,5.983333428700765,5,5
2026-01-29T22:00:00Z London,5.857500076293945,5,4.666666666666667
2026-01-29T23:00:00Z London,5.262499928474426,5,4.041666666666667
2026-01-30T00:00:00Z London,4.880000114440918,4.583333333333333,4
2026-01-30T01:00:00Z London,4.880000114440918,4,4
2026-01-30T02:00:00Z London,4.880000114440918,4,4
2026-01-30T03:00:00Z London,4.880000114440918,4,4
2026-01-30T04:00:00Z London,5.21999994913737,4,4.625
2026-01-30T05:00:00Z London,5.772500038146973,4.416666666666667,5.125
2026-01-30T06:00:00Z London,6.400000095367432,5.416666666666667,5.791666666666667
2026-01-30T07:00:00Z London,6.570000012715657,6,6.083333333333333
2026-01-30T08:00:00Z London,7.034999847412109,6,6.5
2026-01-30T09:00:00Z London,8.011666576067606,6.416666666666667,7.125
2026-01-30T10:00:00Z London,9.815000057220459,7,8.666666666666666
2026-01-30T11:00:00Z London,10.925000190734863,7.416666666666667,9.75
2026-01-30T12:00:00Z London,12.02833334604899,8.833333333333334,10.824999809265137
2026-01-30T13:00:00Z London,12.787499904632568,10.416666666666666,10.683333396911621
2026-01-30T14:00:00Z London,13.081666628519693,11,11.09166685740153
2026-01-30T15:00:00Z London,11.690000216166178,11,10.425000190734863
2026-01-30T16:00:00Z London,10.96750020980835,10.583333333333334,9.883333524068197
2026-01-30T17:00:00Z London,10.244166612625122,10,9.300000190734863
2026-01-30T18:00:00Z London,9.470000267028809,9.666666666666666,8.925000190734863
2026-01-30T19:00:00Z London,9.470000267028809,8.666666666666666,8.849999904632568
2026-01-30T20:00:00Z London,9.166666666666666,8,9.28333314259847
2026-01-30T21:00:00Z London,8.603333473205566,8,9.208333492279053
2026-01-30T22:00:00Z London,8.138333360354105,7.666666666666667,8.800000190734863
2026-01-30T23:00:00Z London,7.929999828338623,6.666666666666667,8.425000190734863
2026-01-31T00:00:00Z London,7.929999828338623,6,8.300000190734863
2026-01-31T01:00:00Z London,7.929999828338623,6.333333333333333,8.800000190734863
2026-01-31T02:00:00Z London,7.929999828338623,6.666666666666667,8.675000190734863
2026-01-31T03:00:00Z London,7.929999828338623,6,8.300000190734863
2026-01-31T04:00:00Z London,7.929999828338623,6,8.300000190734863
2026-01-31T05:00:00Z London,7.929999828338623,6,8.300000190734863
2026-01-31T06:00:00Z London,7.929999828338623,6,8.300000190734863
2026-01-31T07:00:00Z London,8.013333241144815,6,8.300000190734863
2026-01-31T08:00:00Z London,8.516666889190674,6,8.508333524068197
2026-01-31T09:00:00Z London,8.949999809265137,6,8.925000190734863
2026-01-31T10:00:00Z London,9.470000267028809,6.666666666666667,8.96666685740153
2026-01-31T11:00:00Z London,9.989999771118164,8,9.300000190734863
2026-01-31T12:00:00Z London,11.477500279744467,8.666666666666666,9.891666332880655
2026-01-31T13:00:00Z London,12.539999961853027,10.333333333333334,10.69166628519694
2026-01-31T14:00:00Z London,12.072499831517538,11,10.899999618530273
2026-01-31T15:00:00Z London,11.477500438690186,10,10.56666628519694
2026-01-31T16:00:00Z London,10.457499980926514,8,9.94166628519694
2026-01-31T17:00:00Z London,9.989999771118164,8,9.399999618530273
2026-01-31T18:00:00Z London,9.859999895095825,8,9.399999618530273
2026-01-31T19:00:00Z London,9.123333295186361,8,8.983332951863607
2026-01-31T20:00:00Z London,8.603333473205566,8,8.69166628519694
2026-01-31T21:00:00Z London,8.646666765213013,8,8.69166628519694
2026-01-31T22:00:00Z London,8.949999809265137,8,8.608332951863607
2026-01-31T23:00:00Z London,8.949999809265137,8,8.399999618530273
2026-02-01T00:00:00Z London,8.949999809265137,8,8.399999618530273
2026-02-01T01:00:00Z London,8.949999809265137,8,8.899999936421713
2026-02-01T02:00:00Z London,8.949999809265137,7.666666666666667,8.625
2026-02-01T03:00:00Z London,8.949999809265137,7,8.541666666666666
2026-02-01T04:00:00Z London,8.949999809265137,7,9
2026-02-01T05:00:00Z London,8.949999809265137,7,9
2026-02-01T06:00:00Z London,8.949999809265137,7,9
2026-02-01T07:00:00Z London,8.949999809265137,6.666666666666667,9
2026-02-01T08:00:00Z London,9.036666552225748,6.333333333333333,9
2026-02-01T09:00:00Z London,9.470000267028809,7.333333333333333,9
2026-02-01T10:00:00Z London,9.470000267028809,8,9
2026-02-01T11:00:00Z London,9.643333435058594,8.333333333333334,9.333333333333334
2026-02-01T12:00:00Z London,11.520000060399374,9,9.974999904632568
2026-02-01T13:00:00Z London,10.96666677792867,9,9.891666332880655
2026-02-01T14:00:00Z London,9.470000267028809,9,8.800000190734863
2026-02-01T15:00:00Z London,9.470000267028809,9,9.208333333333334
2026-02-01T16:00:00Z London,9.470000267028809,9,9
2026-02-01T17:00:00Z London,9.470000267028809,9,9
2026-02-01T18:00:00Z London,9.470000267028809,8.666666666666666,8.583333333333334
2026-02-01T19:00:00Z London,9.036666552225748,8,8.25
2026-02-01T20:00:00Z London,8.603333473205566,8,8
2026-02-01T21:00:00Z London,8.430000305175781,8,8
2026-02-01T22:00:00Z London,8.430000305175781,7.666666666666667,7.666666666666667
2026-02-01T23:00:00Z London,8.013333241144815,7,7.5
2026-02-02T00:00:00Z London,7.929999828338623,7,7.5
2026-02-02T01:00:00Z London,7.929999828338623,7,7.5
2026-02-02T02:00:00Z London,7.929999828338623,7,7.5
2026-02-02T03:00:00Z London,7.929999828338623,7,7.5
2026-02-02T04:00:00Z London,7.929999828338623,7,7.5
2026-02-02T05:00:00Z London,7.929999828338623,7,7.5
2026-02-02T06:00:00Z London,7.929999828338623,7,7.5
2026-02-02T07:00:00Z London,7.929999828338623,7,7.5
2026-02-02T08:00:00Z London,7.929999828338623,7,7.5
2026-02-02T09:00:00Z London,8.430000305175781,7,7.5
2026-02-02T10:00:00Z London,8.863333225250244,7,7.791666666666667
2026-02-02T11:00:00Z London,9.470000267028809,7.333333333333333,8
2026-02-02T12:00:00Z London,9.470000267028809,8.333333333333334,8
2026-02-02T13:00:00Z London,9.470000267028809,9,8
2026-02-02T14:00:00Z London,9.470000267028809,8.666666666666666,8
2026-02-02T15:00:00Z London,9.426666895548502,8,8
2026-02-02T16:00:00Z London,8.949999809265137,8,8
2026-02-02T17:00:00Z London,8.949999809265137,8,8
2026-02-02T18:00:00Z London,8.949999809265137,8,8
2026-02-02T19:00:00Z London,8.863333225250244,8,7.833333333333333
2026-02-02T20:00:00Z London,8.011666615804037,8,7.166666666666667
2026-02-02T21:00:00Z London,7.409999847412109,7.666666666666667,7
2026-02-02T22:00:00Z London,7.409999847412109,6.666666666666667,7
2026-02-02T23:00:00Z London,7.409999847412109,6.333333333333333,7
2026-02-03T00:00:00Z London,7.409999847412109,7,7
2026-02-03T01:00:00Z London,7.409999847412109,7,7
2026-02-03T02:00:00Z London,7.409999847412109,7,6.958333333333333
2026-02-03T03:00:00Z London,7.409999847412109,7,6.416666666666667
2026-02-03T04:00:00Z London,6.909999847412109,7,6
2026-02-03T05:00:00Z London,6.867499868075053,6.666666666666667,5.833333333333333
2026-02-03T06:00:00Z London,6.400000095367432,6,5.5
2026-02-03T07:00:00Z London,6.275000095367432,6,5.416666666666667
2026-02-03T08:00:00Z London,5.900000095367432,5.666666666666667,5
2026-02-03T09:00:00Z London,5.900000095367432,5,5
2026-02-03T10:00:00Z London,5.900000095367432,4.666666666666667,5
2026-02-03T11:00:00Z London,5.432499885559082,4,4.833333333333333
2026-02-03T12:00:00Z London,5.389999866485596,4,4.5
2026-02-03T13:00:00Z London,5.389999866485596,4,4.5
2026-02-03T14:00:00Z London,5.389999866485596,4,4.5
2026-02-03T15:00:00Z London,4.922500093777974,4,4.416666666666667
2026-02-03T16:00:00Z London,4.446666797002156,4,4
2026-02-03T17:00:00Z London,4.360000133514404,4,4
2026-02-03T18:00:00Z London,4.360000133514404,3.6666666666666665,4
2026-02-03T19:00:00Z London,4.360000133514404,3,4
2026-02-03T20:00:00Z London,4.360000133514404,3,4
2026-02-03T21:00:00Z London,4.360000133514404,3,4
2026-02-03T22:00:00Z London,4.490000128746033,3,4
2026-02-03T23:00:00Z London,4.880000114440918,3,4.291666666666667
2026-02-04T00:00:00Z London,4.880000114440918,3,4.5
2026-02-04T01:00:00Z London,5.21999994913737,3.3333333333333335,4.833333333333333
2026-02-04T02:00:00Z London,5.389999866485596,4,5
2026-02-04T03:00:00Z London,5.6875,4,5.291666666666667
2026-02-04T04:00:00Z London,6.191666762034099,4.333333333333333,5.75
2026-02-04T05:00:00Z London,6.739999930063884,5,6.458333333333333
2026-02-04T06:00:00Z London,7.034999847412109,5.333333333333333,7
2026-02-04T07:00:00Z London,7.409999847412109,6,7.458333333333333
2026-02-04T08:00:00Z London,7.756666501363118,6.333333333333333,7.5
2026-02-04T09:00:00Z London,8.399166584014893,7,7.583333333333333
2026-02-04T10:00:00Z London,12.40416669845581,7,8.600000381469727
2026-02-04T11:00:00Z London,13.455833276112875,7.333333333333333,9.016667048136393
2026-02-04T12:00:00Z London,15.171666781107584,9,9.641667048136393
2026-02-04T13:00:00Z London,14.71666685740153,11,10.100000381469727
2026-02-04T14:00:00Z London,14.164999961853027,11,10.475000381469727
2026-02-04T15:00:00Z London,13.078333298365274,11,10.350000381469727
2026-02-04T16:00:00Z London,10.5,11,9.425000031789144
2026-02-04T17:00:00Z London,9.903333187103271,10.666666666666666,9
2026-02-04T18:00:00Z London,9.470000267028809,9.666666666666666,9
2026-02-04T19:00:00Z London,9.470000267028809,8.666666666666666,9
2026-02-04T20:00:00Z London,9.470000267028809,8.333333333333334,9
2026-02-04T21:00:00Z London,9.166666666666666,9,8.708333333333334
2026-02-04T22:00:00Z London,8.949999809265137,9,8.5
2026-02-04T23:00:00Z London,8.90666651725769,9,8.333333333333334
2026-02-05T00:00:00Z London,8.430000305175781,8.666666666666666,8
2026-02-05T01:00:00Z London,8.430000305175781,8,7.875
2026-02-05T02:00:00Z London,8.430000305175781,8,7.5
2026-02-05T03:00:00Z London,7.754999876022339,8,6.833333333333333
2026-02-05T04:00:00Z London,7.409999847412109,7.666666666666667,6.5
2026-02-05T05:00:00Z London,7.409999847412109,7,6.5
2026-02-05T06:00:00Z London,7.409999847412109,7,6.5
2026-02-05T07:00:00Z London,7.284999847412109,6.666666666666667,6.416666666666667
2026-02-05T08:00:00Z London,6.909999847412109,6.333333333333333,6
2026-02-05T09:00:00Z London,6.909999847412109,6.666666666666667,6
2026-02-05T10:00:00Z London,7.284999847412109,6,6.333333333333333
2026-02-05T11:00:00Z London,7.669999837875366,6.333333333333333,6.5
2026-02-05T12:00:00Z London,8.054999947547913,7,6.75
2026-02-05T13:00:00Z London,8.430000305175781,7,7.083333333333333
2026-02-05T14:00:00Z London,8.430000305175781,7,7.5
2026-02-05T15:00:00Z London,8.430000305175781,7,7.5
2026-02-05T16:00:00Z London,8.430000305175781,7.333333333333333,7.5
2026-02-05T17:00:00Z London,8.430000305175781,8,7.675000111262004
2026-02-05T18:00:00Z London,8.646666765213013,8,7.800000190734863
2026-02-05T19:00:00Z London,8.949999809265137,8,8.008333524068197
2026-02-05T20:00:00Z London,9.34000015258789,8,8.40000025431315
2026-02-05T21:00:00Z London,9.470000267028809,8,8.600000381469727
2026-02-05T22:00:00Z London,9.470000267028809,8.333333333333334,8.600000381469727
2026-02-05T23:00:00Z London,9.470000267028809,9,8.600000381469727
2026-02-06T00:00:00Z London,9.470000267028809,8.666666666666666,8.600000381469727
2026-02-06T01:00:00Z London,9.470000267028809,8,8.600000381469727
2026-02-06T02:00:00Z London,9.470000267028809,8.333333333333334,8.600000381469727
2026-02-06T03:00:00Z London,9.470000267028809,9,8.600000381469727
2026-02-06T04:00:00Z London,9.470000267028809,9,8.55833371480306
2026-02-06T05:00:00Z London,9.470000267028809,9,8.150000095367432
2026-02-06T06:00:00Z London,9.470000267028809,9,8.199999809265137
2026-02-06T07:00:00Z London,9.470000267028809,8.666666666666666,8.199999809265137
2026-02-06T08:00:00Z London,9.470000267028809,8,8.199999809265137
2026-02-06T09:00:00Z London,9.470000267028809,8.333333333333334,8.241666475931803
2026-02-06T10:00:00Z London,9.772500038146973,9,8.699999809265137
2026-02-06T11:00:00Z London,10.670000076293945,9,9.03333314259847
2026-02-06T12:00:00Z London,13.122499942779541,9,10.40833314259847
2026-02-06T13:00:00Z London,12.454999923706055,9.333333333333334,11.03333314259847
2026-02-06T14:00:00Z London,12.029999732971191,10.333333333333334,11.524999618530273
2026-02-06T15:00:00Z London,11.944999853769938,10.666666666666666,11.274999618530273
2026-02-06T16:00:00Z London,11.052500247955322,10,10.899999618530273
2026-02-06T17:00:00Z London,11.010000228881836,10,10.900000095367432
2026-02-06T18:00:00Z London,10.96750020980835,9.666666666666666,10.84166685740153
2026-02-06T19:00:00Z London,10.5,9.333333333333334,10.71666685740153
2026-02-06T20:00:00Z London,10.244999885559082,9.666666666666666,10.600000143051147
2026-02-06T21:00:00Z London,9.989999771118164,9,10.258333524068197
2026-02-06T22:00:00Z London,9.470000267028809,9,9.800000190734863
2026-02-06T23:00:00Z London,9.470000267028809,8.666666666666666,9.800000190734863
2026-02-07T00:00:00Z London,9.34000015258789,8,9.34166685740153
2026-02-07T01:00:00Z London,8.949999809265137,7.666666666666667,9.300000190734863
2026-02-07T02:00:00Z London,8.949999809265137,7,8.800000190734863
2026-02-07T03:00:00Z London,8.819999933242798,7,8.758333524068197
2026-02-07T04:00:00Z London,8.430000305175781,7,8.300000190734863
2026-02-07T05:00:00Z London,8.56000018119812,6.666666666666667,8.34166685740153
2026-02-07T06:00:00Z London,8.949999809265137,6.333333333333333,8.800000190734863
2026-02-07T07:00:00Z London,8.949999809265137,7.333333333333333,8.800000190734863
2026-02-07T08:00:00Z London,8.949999809265137,8,8.800000190734863
2026-02-07T09:00:00Z London,8.949999809265137,8,8.800000190734863
2026-02-07T10:00:00Z London,9.426666895548502,7.666666666666667,9.133333524068197
2026-02-07T11:00:00Z London,9.470000267028809,7.666666666666667,9.300000190734863
2026-02-07T12:00:00Z London,9.989166498184204,8.666666666666666,9.84166685740153
2026-02-07T13:00:00Z London,10.755000114440918,8.666666666666666,10.59166685740153
2026-02-07T14:00:00Z London,11.137500286102295,10.333333333333334,10.883333524068197
2026-02-07T15:00:00Z London,11.477500438690186,11,11.300000190734863
2026-02-07T16:00:00Z London,11.010000228881836,11,11.21666685740153
2026-02-07T17:00:00Z London,11.010000228881836,10.666666666666666,10.800000190734863
2026-02-07T18:00:00Z London,10.797500133514404,10,10.800000190734863
2026-02-07T19:00:00Z London,10.5,9.666666666666666,10.800000190734863
2026-02-07T20:00:00Z London,10.5,9,10.675000190734863
2026-02-07T21:00:00Z London,10.5,9.333333333333334,10.425000190734863
2026-02-07T22:00:00Z London,10.5,9.333333333333334,10.300000190734863
2026-02-07T23:00:00Z London,10.074999809265137,8,10.008333524068197
2026-02-08T00:00:00Z London,9.730000019073486,8,9.71666685740153
2026-02-08T01:00:00Z London,9.470000267028809,8,9.300000190734863
2026-02-08T02:00:00Z London,9.296666781107584,7.666666666666667,9.300000190734863
2026-02-08T03:00:00Z London,8.949999809265137,6.666666666666667,9.300000190734863
2026-02-08T04:00:00Z London,8.949999809265137,6,8.925000190734863
2026-02-08T05:00:00Z London,8.949999809265137,6,8.84166685740153
2026-02-08T06:00:00Z London,8.949999809265137,6,8.883333524068197
2026-02-08T07:00:00Z London,8.949999809265137,6,8.800000190734863
2026-02-08T08:00:00Z London,9.426666577657064,6.333333333333333,9.133333524068197
2026-02-08T09:00:00Z London,10.202499866485596,7.333333333333333,9.424999713897705
2026-02-08T10:00:00Z London,11.893333355585733,8,10.224999904632568
2026-02-08T11:00:00Z London,13.748333295186361,8,10.600000381469727
2026-02-08T12:00:00Z London,12.748333295186361,8.666666666666666,11.208333571751913
2026-02-08T13:00:00Z London,13.039999961853027,10.333333333333334,11.699999729792276
2026-02-08T14:00:00Z London,12.28333314259847,11,11.149999618530273
2026-02-08T15:00:00Z London,12.029999732971191,11,10.858332951863607
2026-02-08T16:00:00Z London,11.350000301996866,10.666666666666666,10.44166628519694
2026-02-08T17:00:00Z London,11.010000228881836,10,10.06666628519694
2026-02-08T18:00:00Z London,10.670000076293945,10,9.899999618530273
2026-02-08T19:00:00Z London,10.5,10,9.899999618530273
2026-02-08T20:00:00Z London,10.117499828338623,9.666666666666666,9.399999618530273
2026-02-08T21:00:00Z London,9.470000267028809,8.666666666666666,9.399999618530273
2026-02-08T22:00:00Z London,9.470000267028809,8,9.549999872843424
2026-02-08T23:00:00Z London,9.470000267028809,8,9.5
2026-02-09T00:00:00Z London,9.470000267028809,8,9.083333333333334
2026-02-09T01:00:00Z London,9.470000267028809,7.666666666666667,9
2026-02-09T02:00:00Z London,9.470000267028809,7.333333333333333,9
2026-02-09T03:00:00Z London,8.949999809265137,7.666666666666667,9
2026-02-09T04:00:00Z London,8.949999809265137,7,9
2026-02-09T05:00:00Z London,8.776666641235352,6.666666666666667,8.541666666666666
2026-02-09T06:00:00Z London,8.180000066757202,6,8
2026-02-09T07:00:00Z London,7.929999828338623,6,8
2026-02-09T08:00:00Z London,8.305000185966492,6.333333333333333,8
2026-02-09T09:00:00Z London,8.949999809265137,7,8.333333333333334
2026-02-09T10:00:00Z London,9.728333473205566,7.666666666666667,8.850000222524008
2026-02-09T11:00:00Z London,11.859999895095825,9.333333333333334,9.475000381469727
2026-02-09T12:00:00Z London,11.775000095367432,10,9.600000381469727
2026-02-09T13:00:00Z London,11.690000216166178,9.333333333333334,9.600000381469727
2026-02-09T14:00:00Z London,11.265000343322754,8.666666666666666,9.266667048136393
2026-02-09T15:00:00Z London,10.372499942779541,10,8.391667048136393
2026-02-09T16:00:00Z London,9.426666895548502,9.666666666666666,8.100000381469727
2026-02-09T17:00:00Z London,8.949999809265137,9,7.600000063578288
2026-02-09T18:00:00Z London,8.949999809265137,8.666666666666666,7.5
2026-02-09T19:00:00Z London,8.949999809265137,8,7.666666666666667
2026-02-09T20:00:00Z London,8.949999809265137,8,8
2026-02-09T21:00:00Z London,8.949999809265137,8,8
2026-02-09T22:00:00Z London,8.949999809265137,8,8
2026-02-09T23:00:00Z London,9.210000038146973,8,8.375
2026-02-10T00:00:00Z London,9.470000267028809,8,8.5
2026-02-10T01:00:00Z London,9.470000267028809,7.666666666666667,8.5
2026-02-10T02:00:00Z London,9.470000267028809,7.333333333333333,8.5
2026-02-10T03:00:00Z London,9.470000267028809,8,8.5
2026-02-10T04:00:00Z London,9.470000267028809,7.666666666666667,8.5
2026-02-10T05:00:00Z London,9.470000267028809,7.333333333333333,8.5
2026-02-10T06:00:00Z London,9.470000267028809,8,8.5
2026-02-10T07:00:00Z London,9.470000267028809,8,8.5
2026-02-10T08:00:00Z London,9.470000267028809,8,8.416666666666666
2026-02-10T09:00:00Z London,9.903333187103271,8,8.625
2026-02-10T10:00:00Z London,10.457499980926514,8.333333333333334,9.291666666666666
2026-02-10T11:00:00Z London,11.180000305175781,9,10.541666666666666
2026-02-10T12:00:00Z London,11.944999853769938,9.666666666666666,11.333333333333334
2026-02-10T13:00:00Z London,13.123333295186361,11,11.833333333333334
2026-02-10T14:00:00Z London,13.081666628519693,11,11.583333333333334
2026-02-10T15:00:00Z London,12.15500005086263,11,11.416666666666666
2026-02-10T16:00:00Z London,10.797500133514404,11,10.583333333333334
2026-02-10T17:00:00Z London,10.5,10.666666666666666,9.875
2026-02-10T18:00:00Z London,10.5,9.666666666666666,9.5
2026-02-10T19:00:00Z London,10.5,9,9.5
2026-02-10T20:00:00Z London,10.5,9,9.5
2026-02-10T21:00:00Z London,10.5,9,9.883333365122477
2026-02-10T22:00:00Z London,10.5,9,10.600000381469727
2026-02-10T23:00:00Z London,10.5,9,10.600000381469727
2026-02-11T00:00:00Z London,10.5,9,10.600000381469727
2026-02-11T01:00:00Z London,10.5,9,10.600000381469727
2026-02-11T02:00:00Z London,10.5,9,10.600000381469727
2026-02-11T03:00:00Z London,10.5,9.333333333333334,10.30833371480306
2026-02-11T04:00:00Z London,10.5,10,10.600000381469727
2026-02-11T05:00:00Z London,10.5,10,10.600000381469727
2026-02-11T06:00:00Z London,10.712500095367432,9.666666666666666,10.600000381469727
2026-02-11T07:00:00Z London,11.010000228881836,9,10.600000381469727
2026-02-11T08:00:00Z London,11.095000267028809,9.333333333333334,11.099999904632568
2026-02-11T09:00:00Z London,11.562500397364298,10,11.199999809265137
2026-02-11T10:00:00Z London,12.029999732971191,10.333333333333334,11.616666475931803
2026-02-11T11:00:00Z London,12.748333295186361,11,11.78333314259847
2026-02-11T12:00:00Z London,12.706666628519693,11,11.824999809265137
2026-02-11T13:00:00Z London,12.199999809265137,11.666666666666666,11.28333314259847
2026-02-11T14:00:00Z London,13.123333295186361,12.666666666666666,12.133332967758179
2026-02-11T15:00:00Z London,13.081666628519693,12,12.149999618530273
2026-02-11T16:00:00Z London,12.748333295186361,11.666666666666666,12.008333047231039
2026-02-11T17:00:00Z London,10.7549999554952,11,10.666666666666666
2026-02-11T18:00:00Z London,9.989999771118164,10.666666666666666,9.650000095367432
2026-02-11T19:00:00Z London,9.989999771118164,9.666666666666666,9.80833371480306
2026-02-11T20:00:00Z London,9.989999771118164,9,10.008333285649618
2026-02-11T21:00:00Z London,9.989999771118164,9,9.699999809265137
2026-02-11T22:00:00Z London,9.989999771118164,8.666666666666666,9.699999809265137
2026-02-11T23:00:00Z London,9.989999771118164,8,9.699999809265137
2026-02-12T00:00:00Z London,9.599999984105429,8,8.991666475931803
2026-02-12T01:00:00Z London,8.603333473205566,7.666666666666667,8.449999809265137
2026-02-12T02:00:00Z London,8.430000305175781,6.333333333333333,8.199999809265137
2026-02-12T03:00:00Z London,8.430000305175781,5.333333333333333,8.199999809265137
2026-02-12T04:00:00Z London,8.430000305175781,6.333333333333333,8.199999809265137
2026-02-12T05:00:00Z London,8.430000305175781,7,8.65833314259847
2026-02-12T06:00:00Z London,8.430000305175781,7,8.574999809265137
