Timestamp,CIB CT Circuit Heat Meter Energy,CIB CT Circuit Heat Meter Flow,CIB CT Circuit Heat Meter Inlet Temp,CIB CT Circuit Heat Meter Outlet Temp,CIB CT Circuit Heat Meter Power,CIB Heating CT Circuit Flow Temp,CIB Heating CT Circuit Return Temp
2026-01-06T12:00:00Z London,500,136.16666539510092,49.40166727701823,46.218333880106606,520,48.887330055236816,45.13671334584554
2026-01-06T13:00:00Z London,500,135.94166564941406,49.86749998728434,46.71000067392985,510,49.499945958455406,45.83086554209391
2026-01-06T14:00:00Z London,500,135.19166564941406,50.10749912261963,46.96916707356771,500,49.55944347381592,45.94986152648926
2026-01-06T15:00:00Z London,500,136.04999796549478,49.09749984741211,45.755833307902016,560,48.88512738545736,45.19621213277181
2026-01-06T16:00:00Z London,500,136.31666564941406,48.71416664123535,45.289167404174805,560,48.35404555002848,44.95601558685303
2026-01-06T17:00:00Z London,600,135.8416659037272,48.54750029246012,45.045000076293945,570,48.05655479431152,44.61665058135986
2026-01-06T18:00:00Z London,500,135.0749994913737,49.394167264302574,45.98166751861572,560,48.84546089172363,45.38132095336914
2026-01-06T19:00:00Z London,600,135.43333435058594,51.11916700998942,47.48083305358887,610,50.15803496042887,46.666049003601074
2026-01-06T20:00:00Z London,600,137.0500005086263,54.46333408355713,50.63000075022379,640,53.65230242411295,49.93842887878418
2026-01-06T21:00:00Z London,600,136.4083340962728,58.3550001780192,54.489999771118164,620,57.130492210388184,54.69575945536295
2026-01-06T22:00:00Z London,500,135.85833231608072,61.4516658782959,57.89750003814697,600,60.61766401926676,58.87214501698812
2026-01-06T23:00:00Z London,600,136.7250010172526,61.34333356221517,57.875832875569664,570,60.82043139139811,59.19183222452799
2026-01-07T00:00:00Z London,500,136.35000228881836,61.25583299001058,57.826667149861656,570,60.695173263549805,59.12022082010905
2026-01-07T01:00:00Z London,500,137.54999923706055,61.42499923706055,57.97749996185303,580,60.92063522338867,59.23275184631348
2026-01-07T02:00:00Z London,600,137.58333333333334,61.43916702270508,58.01500002543131,550,60.97073841094971,59.30947494506836
2026-01-07T03:00:00Z London,500,136.84999974568686,61.26833311716715,57.91166591644287,550,60.74527549743652,59.135565439860024
2026-01-07T04:00:00Z London,500,136.71666717529297,61.27916622161865,57.84666633605957,560,60.7797212600708,59.19438934326172
2026-01-07T05:00:00Z London,600,136.6333325703939,61.75249989827474,58.250000635782875,590,61.24317137400309,59.53965028127035
2026-01-07T06:00:00Z London,500,139.60000228881836,61.364166259765625,57.92916615804037,590,60.94568634033203,59.29157288869222
2026-01-07T07:00:00Z London,500,137.50000127156576,57.66666634877523,54.42000039418539,550,58.652854919433594,55.9796199798584
2026-01-07T08:00:00Z London,600,135.68333435058594,52.315834045410156,49.130833307902016,550,52.41447480519613,48.65815130869547
2026-01-07T09:00:00Z London,500,135.02500025431314,49.928333600362144,46.57249927520752,560,49.877946535746254,46.368554751078285
2026-01-07T10:00:00Z London,500,135.2416648864746,49.79999923706055,46.32499980926514,560,49.31263415018717,46.02919387817383
