Timestamp,CIB AHU-03 (Teaching) Filter DPS,CIB AHU-03 (Teaching) Heating Valve,CIB AHU-03 (Teaching) Off Coil Temp,CIB AHU-03 (Teaching) Supply Air Temp,CIB AHU-03 (Teaching) Supply Air Temp Setpoint,CIB AHU-03 (Teaching) Supply Fan 01 Enable,CIB AHU-03 (Teaching) Supply Fan 02 Enable,CIB AHU-03 (Teaching) Supply Fan DPS,CIB AHU-03 (Teaching) Time Schedule
2025-12-12T19:00:00Z London,AAAA,57.12129783630371,16.839869499206543,18.00775909423828,18,AAAA,AAAB,AAAB,AAAB
2025-12-12T20:00:00Z London,AAAA,58.400797526041664,16.89152463277181,18.018986225128174,18,AAAA,AAAB,AAAB,AAAB
2025-12-12T21:00:00Z London,AAAA,58.44467067718506,16.851099173227947,18.00775909423828,18,AAAA,AAAB,AAAB,AAAB
2025-12-12T22:00:00Z London,AAAA,57.849436124165855,16.875805377960205,18.012250582377117,18,AAAA,AAAB,AAAB,AAAB
2025-12-12T23:00:00Z London,AAAA,58.76000118255615,16.882541020711262,17.980807622273762,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T00:00:00Z London,AAAA,60.0721435546875,16.918477535247803,17.962838490804035,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T01:00:00Z London,AAAA,60.5964241027832,16.90275526046753,17.956100304921467,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T02:00:00Z London,AAAA,61.67455164591471,16.970133463541668,17.998772303263348,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T03:00:00Z London,AAAA,63.40783882141113,17.01505120595296,17.974071343739826,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T04:00:00Z London,AAAA,65.3155705134074,16.87131468454997,17.953857421875,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T05:00:00Z London,AAAA,65.9161745707194,16.95441261927287,17.971825281778973,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T06:00:00Z London,AAAA,66.03824806213379,17.118364334106445,17.980807622273762,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T07:00:00Z London,AAAA,67.59968948364258,16.997087796529133,18.003265698750813,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T08:00:00Z London,AAAA,69.80254491170247,17.09815486272176,18.041446208953857,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T09:00:00Z London,AAAA,70.08647791544597,17.172269185384113,18.030215899149578,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T10:00:00Z London,AAAA,64.76647567749023,17.1093807220459,18.041449387868244,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T11:00:00Z London,AAAA,59.66567802429199,17.22616958618164,18.061660766601562,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T12:00:00Z London,AAAA,54.86733627319336,17.32723919550578,18.070645014444988,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T13:00:00Z London,AAAA,52.01996739705404,17.342960993448894,18.061660766601562,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T14:00:00Z London,AAAA,53.2503604888916,17.208206176757812,18.00775718688965,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T15:00:00Z London,AAAA,55.407199223836265,17.172271728515625,17.97406880060832,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T16:00:00Z London,AAAA,57.950331370035805,17.0869239171346,17.94936529795329,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T17:00:00Z London,AAAA,59.35813013712565,17.102644443511963,17.967333793640137,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T18:00:00Z London,AAAA,59.813344955444336,17.21269702911377,17.98979123433431,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T19:00:00Z London,AAAA,59.90299034118652,17.15879472096761,18.00326633453369,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T20:00:00Z London,AAAA,59.54827372233073,17.253122329711914,18.070645014444988,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T21:00:00Z London,AAAA,60.07643063863119,17.183499495188396,18.04144811630249,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T22:00:00Z London,AAAA,61.212388038635254,17.11612017949422,17.989791870117188,18,AAAA,AAAB,AAAB,AAAB
2025-12-13T23:00:00Z London,AAAA,61.30348205566406,17.028527577718098,17.962840398152668,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T00:00:00Z London,AAAA,61.25402386983236,17.179006099700928,17.996528784434002,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T01:00:00Z London,AAAA,62.22754669189453,17.145315170288086,17.987543900807697,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T02:00:00Z London,AAAA,61.839585304260254,17.17002248764038,18.005513032277424,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T03:00:00Z London,AAAA,62.0026912689209,17.154303232828777,17.998772303263348,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T04:00:00Z London,AAAA,62.6198616027832,17.14531898498535,17.98754644393921,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T05:00:00Z London,AAAA,62.31210422515869,17.214941183725994,18.043692270914715,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T06:00:00Z London,AAAA,62.68741321563721,17.23066171010335,18.050430456797283,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T07:00:00Z London,AAAA,61.8063907623291,17.1543025970459,18.010001341501873,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T08:00:00Z London,AAAA,61.49693298339844,17.201462904612224,18.021231651306152,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T09:00:00Z London,AAAA,59.165838877360024,17.190237045288086,18.04818566640218,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T10:00:00Z London,AAAA,57.50039545694987,17.181250890096027,18.003265698750813,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T11:00:00Z London,AAAA,54.52871227264404,17.17900800704956,17.994284629821777,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T12:00:00Z London,AAAA,54.13711675008138,17.21044905980428,17.994282722473145,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T13:00:00Z London,AAAA,52.3323777516683,17.1969739596049,17.980806986490887,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T14:00:00Z London,AAAA,52.36740748087565,17.239646593729656,18.00326379140218,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T15:00:00Z London,AAAA,54.104939778645836,17.15879535675049,17.97406752904256,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T16:00:00Z London,AAAA,55.13265164693197,17.11612017949422,17.980806986490887,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T17:00:00Z London,AAAA,54.40713691711426,17.131842613220215,17.9987735748291,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T18:00:00Z London,AAAA,53.574153900146484,17.199220657348633,17.980806350708008,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T19:00:00Z London,AAAA,52.79203859965006,17.17676067352295,18.01224994659424,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T20:00:00Z London,AAAA,52.82258097330729,17.163284301757812,18.003267606099445,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T21:00:00Z London,AAAA,52.06262811024984,17.120612303415935,17.992037296295166,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T22:00:00Z London,AAAA,49.25703430175781,17.129595915476482,18.025723775227863,18,AAAA,AAAB,AAAB,AAAB
2025-12-14T23:00:00Z London,AAAA,49.241756757100426,17.11612017949422,18.023480892181396,18,AAAA,AAAB,AAAB,AAAB
2025-12-15T00:00:00Z London,AAAA,49.258806228637695,17.127349217732746,17.998776117960613,18,AAAAATAB,AAABATAA,AAAB,AAAB
2025-12-15T01:00:00Z London,AAAA,49.51674938201904,17.0779390335083,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T02:00:00Z London,AAAA,50.80618222554525,17.1632874806722,18.016740798950195,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T03:00:00Z London,AAAA,51.87124061584473,17.10489304860433,17.98530101776123,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T04:00:00Z London,AAAA,67.92020448048909,16.02683941523234,17.149810155232746,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T05:00:00Z London,AAAA,56.33326021830241,16.58383321762085,17.819098472595215,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T06:00:00Z London,AAAA,53.51680215199789,17.187990347544353,18.01000452041626,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T07:00:00Z London,AAAA,53.92645835876465,17.09590943654378,17.992037296295166,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T08:00:00Z London,AAAA,53.909810384114586,17.118366241455078,17.98530101776123,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T09:00:00Z London,AAAA,53.38879108428955,17.084675312042236,18.014495372772217,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T10:00:00Z London,AAAA,52.4471960067749,17.138580799102783,18.01224931081136,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T11:00:00Z London,AAAA,51.02825037638346,17.10039774576823,18.00326697031657,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T12:00:00Z London,AAAA,51.61999702453613,17.073448181152344,17.962841033935547,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T13:00:00Z London,AAAA,51.94940598805746,17.14531644185384,17.998775482177734,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T14:00:00Z London,AAAA,52.36755625406901,17.14082622528076,17.99877421061198,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T15:00:00Z London,AAAA,52.51069990793864,17.143069744110107,17.987545172373455,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T16:00:00Z London,AAAA,54.12909062703451,17.001576105753582,17.96059560775757,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T17:00:00Z London,AAAA,52.77264595031738,17.064462661743164,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T18:00:00Z London,AAAA,50.50773938496908,17.17226791381836,18.012248675028484,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T19:00:00Z London,AAAA,49.03126176198324,17.145315806070965,18.036954085032146,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T20:00:00Z London,AAAA,49.75887107849121,17.165533542633057,18.018985589345295,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T21:00:00Z London,AAAA,48.77634525299072,17.01505438486735,17.99877421061198,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T22:00:00Z London,AAAA,48.25461196899414,17.125103155771892,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2025-12-15T23:00:00Z London,AAAA,48.286973317464195,17.104888598124187,18.010003248850506,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T00:00:00Z London,AAAA,49.10081768035889,16.997084617614746,17.98754644393921,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T01:00:00Z London,AAAA,48.72752698262533,17.07793966929118,18.007757822672527,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T02:00:00Z London,AAAA,47.0085646311442,17.084675947825115,17.996528784434002,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T03:00:00Z London,AAAA,47.09156290690104,16.949922402699787,18.01225185394287,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T04:00:00Z London,AAAA,47.135321299235024,17.062217871348064,18.025723775227863,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T05:00:00Z London,AAAA,48.01962979634603,17.098151683807373,18.021232922871906,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T06:00:00Z London,AAAA,48.95958677927653,17.12285836537679,18.00551176071167,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T07:00:00Z London,AAAA,50.058165550231934,17.064464569091797,18.00326633453369,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T08:00:00Z London,AAAA,50.21488507588705,17.127350489298504,18.01224994659424,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T09:00:00Z London,AAAA,50.11420090993246,17.05098819732666,18.01000515619914,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T10:00:00Z London,AAAA,48.60689926147461,17.084679126739502,18.00775909423828,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T11:00:00Z London,AAAA,45.245296796162926,16.90725040435791,18.027973016103108,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T12:00:00Z London,AAAA,43.758429209391274,17.093659559885662,17.97631549835205,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T13:00:00Z London,AAAA,49.83807404836019,16.89377196629842,17.920167764027912,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T14:00:00Z London,AAAA,56.93723106384277,16.882540225982666,18.036954085032146,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T15:00:00Z London,AAAA,59.24140739440918,16.826390584309895,17.9987735748291,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T16:00:00Z London,AAAA,62.92776966094971,16.819654782613117,17.992036660512287,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T17:00:00Z London,AAAA,63.23085403442383,16.803936004638672,18.00775909423828,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T18:00:00Z London,AAAA,63.67035071055094,16.666931470235188,17.9448725382487,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T19:00:00Z London,AAAA,64.04134178161621,16.76350736618042,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T20:00:00Z London,AAAA,64.0327746073405,16.774737040201824,17.99877421061198,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T21:00:00Z London,AAAA,64.6961669921875,16.8825421333313,18.01224994659424,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T22:00:00Z London,AAAA,67.07243220011394,16.898262977600098,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-12-16T23:00:00Z London,AAAA,69.45787048339844,16.880298137664795,18.021235466003418,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T00:00:00Z London,AAAA,70.95052782694499,16.84436321258545,17.96732997894287,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T01:00:00Z London,AAAA,71.23582458496094,16.93419869740804,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T02:00:00Z London,AAAA,73.88278198242188,17.1587921778361,18.01674207051595,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T03:00:00Z London,AAAA,77.78334871927898,17.091415405273438,17.97182337443034,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T04:00:00Z London,AAAA,81.65527979532878,17.073449452718098,17.97856092453003,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T05:00:00Z London,AAAA,92.32713317871094,17.086922645568848,17.9134308497111,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T06:00:00Z London,AAAA,100,16.610782464345295,17.63717810312907,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T07:00:00Z London,AAAA,100,15.959460258483887,16.88479010264079,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T08:00:00Z London,AAAA,100,14.811787446339926,16.067264080047607,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T09:00:00Z London,AAAA,100,15.833687464396158,16.70960299173991,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T10:00:00Z London,AAAA,99.03232002258301,16.81965716679891,17.63044023513794,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T11:00:00Z London,AAAA,79.44571113586426,17.401354789733887,18.12679147720337,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T12:00:00Z London,AAAA,65.87996927897136,17.23515510559082,18.048184394836426,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T13:00:00Z London,AAAA,60.6678737004598,17.179006735483807,18.00551239649455,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T14:00:00Z London,AAAA,58.22364489237467,17.17002248764038,18.027973651885986,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T15:00:00Z London,AAAA,57.727715810139976,17.113874117533367,17.99877421061198,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T16:00:00Z London,AAAA,57.72727266947428,17.113874753316242,18.007758458455402,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T17:00:00Z London,AAAA,55.76621182759603,17.11836878458659,18.016740798950195,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T18:00:00Z London,AAAA,55.503725369771324,17.19921875,17.958348274230957,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T19:00:00Z London,AAAA,54.2499745686849,17.217187245686848,18.02796983718872,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T20:00:00Z London,AAAA,54.758640925089516,17.221679369608562,17.996528148651123,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T21:00:00Z London,AAAA,53.40148798624674,17.23066171010335,18.007758458455402,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T22:00:00Z London,AAAA,53.15042940775553,17.10264317194621,17.956103483835857,18,AAAB,AAAA,AAAB,AAAB
2025-12-17T23:00:00Z London,AAAA,52.51974105834961,17.172271728515625,17.996528784434002,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T00:00:00Z London,AAAA,52.90740076700846,17.23290777206421,18.00775909423828,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T01:00:00Z London,AAAA,52.83908208211263,17.17226791381836,18.00326697031657,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T02:00:00Z London,AAAA,52.95691680908203,17.136332194010418,17.980806350708008,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T03:00:00Z London,AAAA,51.786712964375816,17.214941183725994,18.018985589345295,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T04:00:00Z London,AAAA,51.63650639851888,17.22167746225993,18.018985589345295,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T05:00:00Z London,AAAA,49.80476093292236,17.187990347544353,18.007755279541016,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T06:00:00Z London,AAAA,49.54287020365397,17.158791542053223,18.00775909423828,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T07:00:00Z London,AAAA,49.93006865183512,17.208201726277668,18.04818566640218,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T08:00:00Z London,AAAA,50.24833997090658,17.10488986968994,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T09:00:00Z London,AAAA,50.52695941925049,17.11162805557251,17.987544536590576,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T10:00:00Z London,AAAA,50.83038457234701,17.149811108907063,18.003265062967937,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T11:00:00Z London,AAAA,50.53207238515218,17.13408549626668,17.98979314168294,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T12:00:00Z London,AAAA,52.03837871551514,17.174517154693604,18.030216534932453,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T13:00:00Z London,AAAA,50.90922927856445,17.055479685465496,17.976313591003418,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T14:00:00Z London,AAAA,47.952296574910484,16.99932845433553,18.02572504679362,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T15:00:00Z London,AAAA,47.688300450642906,17.010562896728516,18.01224994659424,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T16:00:00Z London,AAAA,47.78964138031006,16.93644380569458,18.00775718688965,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T17:00:00Z London,AAAA,46.9266627629598,16.981365998586018,17.976318041483562,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T18:00:00Z London,AAAA,44.56138769785563,17.111626148223877,18.003267606099445,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T19:00:00Z London,AAAA,43.811099688212074,17.07793966929118,17.971825281778973,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T20:00:00Z London,AAAA,44.959815661112465,17.02628469467163,18.018986225128174,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T21:00:00Z London,AAAA,47.29416688283285,17.028528213500977,17.976318041483562,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T22:00:00Z London,AAAA,47.91350301106771,16.970133781433105,17.967333793640137,18,AAAB,AAAA,AAAB,AAAB
2025-12-18T23:00:00Z London,AAAA,48.2255859375,16.99708652496338,17.974071979522705,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T00:00:00Z London,AAAA,48.902587254842125,17.059970537821453,17.989791870117188,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T01:00:00Z London,AAAA,51.68022664388021,16.990347067515057,17.985297838846844,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T02:00:00Z London,AAAA,54.373518308003746,17.035265763600666,17.940381050109863,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T03:00:00Z London,AAAA,57.01269404093424,17.100400924682617,17.969579219818115,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T04:00:00Z London,AAAA,58.85546334584554,17.113874117533367,17.965084552764893,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T05:00:00Z London,AAAA,59.73682149251302,17.217185338338215,18.012251218159992,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T06:00:00Z London,AAAA,60.30061912536621,17.091413497924805,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T07:00:00Z London,AAAA,61.04202079772949,17.11162805557251,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T08:00:00Z London,AAAA,62.936777114868164,17.161038239796955,17.992037296295166,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T09:00:00Z London,AAAA,62.15325800577799,17.127349853515625,18.016743342081707,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T10:00:00Z London,AAAA,60.00620206197103,17.170021216074627,18.001020272572834,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T11:00:00Z London,AAAA,57.02583154042562,17.23515510559082,17.976314862569172,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T12:00:00Z London,AAAA,53.19335492451986,17.244139353434246,17.996527512868244,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T13:00:00Z London,AAAA,48.90933799743652,17.08467674255371,17.99428081512451,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T14:00:00Z London,AAAA,49.32227007548014,16.98810068766276,18.016740798950195,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T15:00:00Z London,AAAA,51.659430185953774,17.19472853342692,18.04593833287557,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T16:00:00Z London,AAAA,54.06787141164144,17.248630205790203,17.989789962768555,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T17:00:00Z London,AAAA,55.13690725962321,17.131843249003094,18.04593833287557,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T18:00:00Z London,AAAA,55.892558097839355,17.156546115875244,18.014494736989338,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T19:00:00Z London,AAAA,56.56052207946777,17.19921938578288,18.023480256398518,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T20:00:00Z London,AAAA,56.59177780151367,17.22616958618164,18.054922580718994,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T21:00:00Z London,AAAA,58.64774068196615,17.163286209106445,17.99428145090739,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T22:00:00Z London,AAAA,59.18883991241455,17.14082368214925,17.987545172373455,18,AAAB,AAAA,AAAB,AAAB
2025-12-19T23:00:00Z London,AAAA,59.564077059427895,17.14082622528076,17.99877421061198,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T00:00:00Z London,AAAA,62.55483436584473,17.172271728515625,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T01:00:00Z London,AAAA,62.77038764953613,17.170024394989014,18.007755279541016,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T02:00:00Z London,AAAA,62.28820482889811,17.212694485982258,17.987542629241943,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T03:00:00Z London,AAAA,61.608622550964355,17.15205717086792,18.014495372772217,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T04:00:00Z London,AAAA,61.23629379272461,17.221681276957195,18.025726318359375,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T05:00:00Z London,AAAA,62.86234219868978,17.12285836537679,17.967333793640137,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T06:00:00Z London,AAAA,64.24030049641927,17.118366241455078,17.920166492462158,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T07:00:00Z London,AAAA,64.92508888244629,17.174513975779217,17.976314862569172,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T08:00:00Z London,AAAA,69.31171607971191,17.199220021565754,17.97407070795695,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T09:00:00Z London,AAAA,68.52257092793782,17.221678098042805,18.00326379140218,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T10:00:00Z London,AAAA,64.79600207010905,17.217187881469727,18.014495372772217,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T11:00:00Z London,AAAA,58.92080593109131,17.374403953552246,18.04593833287557,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T12:00:00Z London,AAAA,56.709555308024086,17.372155984242756,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T13:00:00Z London,AAAA,58.27937316894531,17.127349217732746,17.94936466217041,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T14:00:00Z London,AAAA,59.130916595458984,17.179006099700928,17.96508773167928,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T15:00:00Z London,AAAA,60.009846687316895,17.136334737141926,17.967333793640137,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T16:00:00Z London,AAAA,61.9217726389567,17.2082036336263,17.989789326985676,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T17:00:00Z London,AAAA,61.48971080780029,17.219433307647705,18.021231651306152,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T18:00:00Z London,AAAA,59.79908402760824,17.1587921778361,18.003265698750813,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T19:00:00Z London,AAAA,61.03606859842936,17.221678733825684,17.987545172373455,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T20:00:00Z London,AAAA,60.77568658192953,17.187990347544353,18.00102154413859,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T21:00:00Z London,AAAA,60.53309726715088,17.18349822362264,18.036957263946533,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T22:00:00Z London,AAAA,61.6090300877889,17.125104427337646,17.97182273864746,18,AAAB,AAAA,AAAB,AAAB
2025-12-20T23:00:00Z London,AAAA,61.4605770111084,17.17676003774007,18.007757822672527,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T00:00:00Z London,AAAA,61.139010429382324,17.17900800704956,18.00101900100708,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T01:00:00Z London,AAAA,60.61446221669515,17.165529092152912,17.998776117960613,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T02:00:00Z London,AAAA,59.89971351623535,17.199220021565754,18.012250582377117,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T03:00:00Z London,AAAA,59.02113914489746,17.179009278615315,17.996528784434002,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T04:00:00Z London,AAAA,58.12595558166504,17.170021216074627,17.989789962768555,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T05:00:00Z London,AAAA,56.78701559702555,17.196975231170654,18.02572504679362,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T06:00:00Z London,AAAA,56.85804812113444,17.15879027048747,18.021234194437664,18,AAAB,AAAA,AAAB,AAAB
2025-12-21T07:00:00Z London,AAAA,56.44981098175049,17.098153591156006,18.00775909423828,18,AAAB,AAAA,AAAB,AAAB
