Timestamp,CIB AHU-03 (Teaching) Filter DPS,CIB AHU-03 (Teaching) Heating Valve,CIB AHU-03 (Teaching) Off Coil Temp,CIB AHU-03 (Teaching) Supply Air Temp,CIB AHU-03 (Teaching) Supply Air Temp Setpoint,CIB AHU-03 (Teaching) Supply Fan 01 Enable,CIB AHU-03 (Teaching) Supply Fan 02 Enable,CIB AHU-03 (Teaching) Supply Fan DPS,CIB AHU-03 (Teaching) Time Schedule
2025-10-29T05:00:00Z London,AAAA,44.538812001546226,17.077938397725422,17.97631549835205,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T06:00:00Z London,AAAA,44.978888829549156,17.11387538909912,17.9987735748291,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T07:00:00Z London,AAAA,44.7436637878418,17.095906893412273,18.007755279541016,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T08:00:00Z London,AAAA,43.8883171081543,17.042003949483234,17.998774846394856,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T09:00:00Z London,AAAA,42.77024269104004,17.042003949483234,17.976314226786297,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T10:00:00Z London,AAAA,43.255860010782875,17.00606918334961,17.95385487874349,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T11:00:00Z London,AAAA,47.21828079223633,16.87580140431722,17.962841669718426,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T12:00:00Z London,AAAA,47.11641184488932,16.84885374704997,18.016743342081707,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T13:00:00Z London,AAAA,46.67677307128906,16.776984532674152,17.953857421875,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T14:00:00Z London,AAAA,46.34973653157552,16.790459314982098,17.971825917561848,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T15:00:00Z London,AAAA,51.10301240285238,16.929706573486328,17.976317405700684,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T16:00:00Z London,AAAA,54.664600690205894,16.860080242156982,18.00326697031657,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T17:00:00Z London,AAAA,53.60434182484945,16.9341983795166,18.03470802307129,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T18:00:00Z London,AAAA,52.933138847351074,16.96114985148112,17.965083916982014,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T19:00:00Z London,AAAA,52.59147230784098,16.90500020980835,18.02796983718872,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T20:00:00Z London,AAAA,53.69855880737305,16.981363773345947,17.989790598551433,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T21:00:00Z London,AAAA,55.87292321523031,16.902756214141846,17.989789962768555,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T22:00:00Z London,AAAA,57.82656796773275,16.988102118174236,18.03470802307129,18,AAAA,AAAB,AAAB,AAAB
2025-10-29T23:00:00Z London,AAAA,61.32107925415039,17.024034182230633,17.962839126586914,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T00:00:00Z London,AAAA,64.3306490580241,16.938687324523926,17.926903406778973,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T01:00:00Z London,AAAA,63.979000091552734,17.104888280232746,18.039201418558758,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T02:00:00Z London,AAAA,65.26388676961263,17.073444366455078,17.962840398152668,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T03:00:00Z London,AAAA,66.82705688476562,17.086921374003094,17.989788055419922,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T04:00:00Z London,AAAAAoABApAA,62.72619819641113,15.624457677205404,16.462191581726074,17.695,AAAAAoABAtAA,AAAB,AAAB,AAABAoAAApAB
2025-10-30T05:00:00Z London,AAAA,67.45243008931477,17.062217871348064,18.00326633453369,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T06:00:00Z London,AAAA,68.99598185221355,17.10489050547282,18.01225185394287,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T07:00:00Z London,AAAA,71.47667566935222,16.938692092895508,17.89321692784627,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T08:00:00Z London,AAAA,67.9708480834961,17.138581434885662,18.048184394836426,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T09:00:00Z London,AAAA,61.11716842651367,17.04649607340495,18.054923216501873,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T10:00:00Z London,AAAA,54.67684237162272,17.223926067352295,18.088612874348957,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T11:00:00Z London,AAAA,48.05991744995117,17.09365924199422,18.034711837768555,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T12:00:00Z London,AAAA,41.71753184000651,17.190235773722332,18.063907464345295,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T13:00:00Z London,AAAA,43.237563133239746,17.07569169998169,17.940381050109863,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T14:00:00Z London,AAAA,43.0520871480306,17.15879535675049,17.992036660512287,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T15:00:00Z London,AAAA,44.02574443817139,17.06221914291382,17.91791884104411,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T16:00:00Z London,AAAA,45.53785769144694,17.00831349690755,18.03246259689331,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T17:00:00Z London,AAAA,48.12222226460775,17.00606870651245,17.99877421061198,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T18:00:00Z London,AAAA,48.424930254618324,17.04874277114868,17.97856028874715,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T19:00:00Z London,AAAA,48.97143014272054,17.147565682729084,18.014494101206463,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T20:00:00Z London,AAAA,48.9496545791626,17.059974988301594,18.00326633453369,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T21:00:00Z London,AAAA,48.31155586242676,17.030775547027588,17.965083916982014,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T22:00:00Z London,AAAA,44.34853426615397,16.931955814361572,18.036954085032146,18,AAAA,AAAB,AAAB,AAAB
2025-10-30T23:00:00Z London,AAAA,39.94124253590902,17.293550809224445,18.007758458455402,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T00:00:00Z London,AAAA,38.93203926086426,17.44851891199748,18.021231651306152,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T01:00:00Z London,AAAA,38.8405876159668,17.44178009033203,18.04369354248047,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T02:00:00Z London,AAAA,40.800482432047524,17.34744930267334,17.93588670094808,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T03:00:00Z London,AAAA,38.320536295572914,17.500176429748535,18.052677790323894,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T04:00:00Z London,AAAA,36.87657483418783,17.59450340270996,17.9987735748291,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T05:00:00Z London,AAAA,37.25984128316244,17.581029574076336,17.96732997894287,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T06:00:00Z London,AAAA,36.992990493774414,17.63044039408366,18.012247403462727,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T07:00:00Z London,AAAA,36.155362129211426,17.643914858500164,18.0279704729716,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T08:00:00Z London,AAAA,35.36805375417074,17.55182949701945,18.01000515619914,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T09:00:00Z London,AAAA,35.799707094828285,17.56755193074544,18.00775909423828,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T10:00:00Z London,AAAA,62.09278361002604,16.31881284713745,17.520390669504803,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T11:00:00Z London,AAAA,85.77356719970703,16.84885311126709,18.061660130818684,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T12:00:00Z London,AAAA,91.8537826538086,16.13464641571045,17.603489875793457,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T13:00:00Z London,AAAA,100,16.444583892822266,17.522634506225586,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T14:00:00Z London,AAAA,100,16.296351432800293,17.468732833862305,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T15:00:00Z London,AAAA,100,16.48500919342041,17.68433952331543,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T16:00:00Z London,AAAA,100,16.094221115112305,17.414827346801758,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T17:00:00Z London,AAAA,100,15.716896057128906,17.118366241455078,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T18:00:00Z London,AAAA,100,15.838180541992188,17.246383508046467,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T19:00:00Z London,AAAA,100,15.797755241394043,17.140824794769287,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T20:00:00Z London,AAAA,100,14.645589669545492,16.267154534657795,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T21:00:00Z London,AAAA,95.74354807535808,14.96002197265625,16.408649285634358,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T22:00:00Z London,AAAA,32.923871994018555,18.26155185699463,18.70400094985962,18,AAAA,AAAB,AAAB,AAAB
2025-10-31T23:00:00Z London,AAAA,0,18.641112327575684,18.7421776453654,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T00:00:00Z London,AAAA,0,18.769128958384197,18.969018300374348,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T01:00:00Z London,AAAA,0,18.674803256988525,18.971266110738117,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T02:00:00Z London,AAAA,0.32865039507548016,18.12903928756714,18.479405403137207,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T03:00:00Z London,AAAA,24.165316184361775,17.493438879648846,17.931395530700684,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T04:00:00Z London,AAAA,38.90620676676432,17.475471655527752,17.95160659154256,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T05:00:00Z London,AAAA,41.169569651285805,17.345207691192627,17.98979123433431,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T06:00:00Z London,AAAA,41.8601016998291,17.27782901128133,17.996528784434002,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T07:00:00Z London,AAAA,41.98800118764242,17.257615089416504,18.005513032277424,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T08:00:00Z London,AAAA,42.87531979878744,17.149811108907063,17.971825281778973,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T09:00:00Z London,AAAA,40.906304359436035,17.24863274892171,17.994282722473145,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T10:00:00Z London,AAAA,38.2529722849528,17.48445463180542,17.994282722473145,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T11:00:00Z London,AAAA,35.085978190104164,17.43953529993693,17.953853607177734,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T12:00:00Z London,AAAA,16.58630124727885,18.191927433013916,18.49288018544515,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T13:00:00Z London,AAAA,0,18.49512529373169,18.7691330909729,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T14:00:00Z London,AAAA,0,18.20090691248576,18.69726037979126,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T15:00:00Z London,AAAA,16.3218936920166,16.633241653442383,17.697816848754883,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T16:00:00Z London,AAAA,38.465532302856445,17.280071258544922,17.96732997894287,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T17:00:00Z London,AAAA,44.27983093261719,17.010562896728516,17.953857421875,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T18:00:00Z London,AAAA,45.3046989440918,16.943184852600098,17.980806350708008,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T19:00:00Z London,AAAA,46.887216567993164,16.821900367736816,17.953857421875,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T20:00:00Z London,AAAA,50.82340621948242,17.118366241455078,17.980806350708008,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T21:00:00Z London,AAAA,52.4514217376709,17.226173400878906,18.03470802307129,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T22:00:00Z London,AAAA,54.95307540893555,16.943180084228516,17.940381050109863,18,AAAA,AAAB,AAAB,AAAB
2025-11-01T23:00:00Z London,AAAA,54.7138729095459,17.185744285583496,18.03470802307129,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T00:00:00Z London,AAAA,57.14680480957031,16.99708652496338,17.980806350708008,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T01:00:00Z London,AAAA,57.130821228027344,17.14531898498535,17.96732997894287,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T02:00:00Z London,AAAA,58.6925048828125,16.99708652496338,18.00775909423828,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T03:00:00Z London,AAAA,58.52188491821289,17.131842613220215,17.96732997894287,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T04:00:00Z London,AAAA,56.66414833068848,17.077940940856934,18.048184394836426,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T05:00:00Z London,AAAA,55.9385986328125,17.253122329711914,18.03470802307129,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T06:00:00Z London,AAAA,56.45301628112793,17.010562896728516,17.980806350708008,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T07:00:00Z London,AAAA,57.20004653930664,17.145315170288086,17.992036660512287,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T08:00:00Z London,AAAA,57.424710273742676,17.13857825597127,18.03695472081502,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T09:00:00Z London,AAAA,55.709287325541176,17.062217871348064,17.989789962768555,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T10:00:00Z London,AAAA,51.83913230895996,17.05548095703125,18.036954085032146,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T11:00:00Z London,AAAA,49.28468036651611,17.080185731252033,18.057169278462727,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T12:00:00Z London,AAAA,44.992255210876465,17.093661467234295,17.944873015085857,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T13:00:00Z London,AAAA,42.004638671875,17.29354953765869,17.989789803822834,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T14:00:00Z London,AAAA,41.32240581512451,17.38787841796875,17.989790598551433,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T15:00:00Z London,AAAA,42.19935862223307,17.167776425679524,17.97406752904256,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T16:00:00Z London,AAAA,44.45115534464518,16.99708827336629,17.958346366882324,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T17:00:00Z London,AAAA,48.72650655110677,16.905002276102703,17.978559652964275,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T18:00:00Z London,AAAA,52.29084714253744,17.13857825597127,17.987545172373455,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T19:00:00Z London,AAAA,54.56282424926758,16.99708652496338,17.994282722473145,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T20:00:00Z London,AAAA,57.5921516418457,17.14531898498535,18.021231651306152,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T21:00:00Z London,AAAA,59.24011039733887,17.037511825561523,17.96732997894287,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T22:00:00Z London,AAAA,58.607839584350586,17.158791542053223,18.061660766601562,18,AAAA,AAAB,AAAB,AAAB
2025-11-02T23:00:00Z London,AAAA,56.87577819824219,17.145315170288086,17.994282722473145,18,AAAA,AAAB,AAAB,AAAB
2025-11-03T00:00:00Z London,AAAA,58.42396545410156,16.943180084228516,17.940381050109863,18,AAAAAZAB,AAABAZAA,AAAB,AAAB
2025-11-03T01:00:00Z London,AAAA,56.39202880859375,17.118366241455078,17.967333793640137,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T02:00:00Z London,AAAA,54.28976249694824,17.01055908203125,17.980810165405273,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T03:00:00Z London,AAAA,49.86979866027832,17.024039268493652,18.048184394836426,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T04:00:00Z London,AAAA,47.81180191040039,17.064464569091797,18.021231651306152,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T05:00:00Z London,AAAA,46.017189025878906,17.024035453796387,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T06:00:00Z London,AAAA,43.39881706237793,17.091413497924805,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T07:00:00Z London,AAAA,40.18903160095215,17.320500373840332,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T08:00:00Z London,AAAA,39.186824798583984,17.38787841796875,18.088613510131836,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T09:00:00Z London,AAAA,37.22659492492676,17.495681762695312,18.061660766601562,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T10:00:00Z London,AAAA,33.63357162475586,17.428303718566895,18.021235466003418,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T11:00:00Z London,AAAA,13.996517181396484,17.68434429168701,18.34464931488037,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T12:00:00Z London,AAAA,0,18.358125686645508,18.816296577453613,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T13:00:00Z London,AAAA,0,18.54677963256836,18.964526176452637,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T14:00:00Z London,AAAA,0,18.25031852722168,18.802820205688477,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T15:00:00Z London,AAAA,0,18.18294048309326,18.668063163757324,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T16:00:00Z London,AAAA,0,17.859525680541992,18.371602058410645,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T17:00:00Z London,AAAA,0,17.80561923980713,18.25031852722168,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T18:00:00Z London,AAAA,0,17.846049308776855,18.317700386047363,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T19:00:00Z London,AAAA,0,17.899951934814453,18.306470076243084,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T20:00:00Z London,AAAA,0,17.992037296295166,18.40079641342163,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T21:00:00Z London,AAAA,0,18.00775909423828,18.441222349802654,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T22:00:00Z London,AAAA,0,17.994282722473145,18.438976287841797,18,AAAB,AAAA,AAAB,AAAB
2025-11-03T23:00:00Z London,AAAA,0,17.886479377746582,18.331172943115234,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T00:00:00Z London,AAAA,0,17.886474609375,18.290743827819824,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T01:00:00Z London,AAAA,0,17.83257293701172,18.290743827819824,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T02:00:00Z London,AAAA,0,17.846049308776855,18.263794898986816,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T03:00:00Z London,AAAA,0,17.819095611572266,18.263794898986816,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T04:00:00Z London,AAAA,0,17.751717567443848,18.18294048309326,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T05:00:00Z London,AAAA,0,17.71129322052002,18.142515182495117,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T06:00:00Z London,AAAA,0,17.616965293884277,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T07:00:00Z London,AAAA,8.720282554626465,17.54958724975586,17.953857421875,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T08:00:00Z London,AAAA,18.34166145324707,17.616966247558594,18.021231651306152,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T09:00:00Z London,AAAA,19.139053344726562,17.495681762695312,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T10:00:00Z London,AAAA,0,17.846049308776855,18.331172943115234,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T11:00:00Z London,AAAA,0,17.80562400817871,18.34464931488037,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T12:00:00Z London,AAAA,0,17.980810165405273,18.492881774902344,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T13:00:00Z London,AAAA,0,18.102089881896973,18.600685119628906,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T14:00:00Z London,AAAA,0,18.30422019958496,18.816296577453613,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T15:00:00Z London,AAAA,0,17.75172233581543,18.317696571350098,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T16:00:00Z London,AAAA,0,17.603489875793457,18.169464111328125,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T17:00:00Z London,AAAA,0,17.549583435058594,18.115562438964844,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T18:00:00Z London,AAAA,0.368920236825943,17.54958724975586,18.0751371383667,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T19:00:00Z London,AAAA,25.84806251525879,17.347453117370605,17.913427352905273,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T20:00:00Z London,AAAA,35.22309684753418,17.482205390930176,18.048184394836426,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T21:00:00Z London,AAAA,31.728432655334473,17.44178009033203,18.0751371383667,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T22:00:00Z London,AAAA,13.936456680297852,17.71129322052002,18.398550987243652,18,AAAB,AAAA,AAAB,AAAB
2025-11-04T23:00:00Z London,AAAA,0,18.614161491394043,19.031904220581055,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T00:00:00Z London,AAAA,0,18.614161491394043,19.09928607940674,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T01:00:00Z London,AAAA,0,18.627634048461914,19.09928607940674,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T02:00:00Z London,AAAA,0,18.650094032287598,19.1329763730367,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T03:00:00Z London,AAAA,0,18.459190209706623,18.957791805267334,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T04:00:00Z London,AAAA,0,18.425503094991047,18.93308448791504,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T05:00:00Z London,AAAA,0,18.2817595799764,18.79608615239461,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T06:00:00Z London,AAAA,0,18.227861086527508,18.75340986251831,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T07:00:00Z London,AAAA,0,18.115562438964844,18.632126172383625,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T08:00:00Z London,AAAA,0,18.214385986328125,18.683782418568928,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T09:00:00Z London,AAAA,0,18.510847727457683,19.007198651631672,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T10:00:00Z London,AAAA,0,18.800574620564777,19.355323155721027,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T11:00:00Z London,AAAA,0,18.955544471740723,19.566438992818195,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T12:00:00Z London,AAAA,0,19.16666030883789,19.86739444732666,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T13:00:00Z London,AAAA,0,18.78934383392334,19.5709285736084,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T14:00:00Z London,AAAA,0,18.93757724761963,19.7056884765625,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T15:00:00Z London,AAAA,0,18.62763786315918,19.436176300048828,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T16:00:00Z London,AAAA,0,18.385074615478516,19.193613052368164,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T17:00:00Z London,AAAA,0,18.41202735900879,19.126235008239746,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T18:00:00Z London,AAAA,0,18.425503730773926,19.09928607940674,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T19:00:00Z London,AAAA,0,18.438980102539062,19.0858097076416,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T20:00:00Z London,AAAA,0,18.412023544311523,19.04538059234619,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T21:00:00Z London,AAAA,0,18.53106101353963,19.1217466990153,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T22:00:00Z London,AAAA,0,18.564748764038086,19.132973829905193,18,AAAB,AAAA,AAAB,AAAB
2025-11-05T23:00:00Z London,AAAA,0,18.510849634806316,19.090298016866047,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T00:00:00Z London,AAAA,0,18.418761730194092,18.973509788513184,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T01:00:00Z London,AAAA,0,18.203153769175213,18.769131024678547,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T02:00:00Z London,AAAA,0,18.205401102701824,18.7579026222229,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T03:00:00Z London,AAAA,0,18.800573984781902,19.25649897257487,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T04:00:00Z London,AAAA,0,19.10602045059204,19.656279881795246,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T05:00:00Z London,AAAA,0,19.040892283121746,19.61135768890381,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T06:00:00Z London,AAAA,0,18.946560859680176,19.55071783065796,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T07:00:00Z London,AAAA,0,18.93757724761963,19.530503273010254,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T08:00:00Z London,AAAA,0,18.692768732706707,19.321633497873943,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T09:00:00Z London,AAAA,0,18.611915429433186,19.32163159052531,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T10:00:00Z London,AAAA,0,18.528817494710285,19.2879425684611,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T11:00:00Z London,AAAA,0,18.396305561065674,19.166664123535156,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T12:00:00Z London,AAAA,0,18.948803424835205,19.60012690226237,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T13:00:00Z London,AAAA,0,19.18463134765625,19.991824944814045,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T14:00:00Z London,AAAA,0,19.207088788350422,20.03366740544637,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T15:00:00Z London,AAAA,0,19.229551315307617,20.036296208699543,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T16:00:00Z London,AAAA,0,18.874690373738606,19.76183255513509,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T17:00:00Z London,AAAA,0,18.76912848154704,19.552963892618816,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T18:00:00Z London,AAAA,0,18.71298313140869,19.447405974070232,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T19:00:00Z London,AAAA,0,18.46368106206258,19.252009391784668,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T20:00:00Z London,AAAA,0,18.40079641342163,19.144203503926594,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T21:00:00Z London,AAAA,0,18.185187180836994,18.91287104288737,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T22:00:00Z London,AAAA,0,17.88647683461507,18.593948205312092,18,AAAB,AAAA,AAAB,AAAB
2025-11-06T23:00:00Z London,AAAA,0,17.76070499420166,18.416516939798992,18,AAAB,AAAA,AAAB,AAAB
2025-11-07T00:00:00Z London,AAAA,0,17.54509449005127,18.234597365061443,18,AAAB,AAAA,AAAB,AAAB
2025-11-07T01:00:00Z London,AAAA,2.1654725074768066,17.38114023208618,18.00326951344808,18,AAAB,AAAA,AAAB,AAAB
