Timestamp,CIB Heating CT Circuit Flow Temp,CIB Heating CT Circuit LTHW CT Low Temp Alarm,CIB Heating CT Circuit Pumps CT-01 Enable,CIB Heating CT Circuit Pumps CT-01 Fault,CIB Heating CT Circuit Pumps CT-02 Enable,CIB Heating CT Circuit Pumps CT-02 Fault,CIB Heating CT Circuit Pumps DPS,CIB Heating CT Circuit Return Temp,CIB Heating CT Circuit Time Schedule
2025-01-01T00:00:00Z London,48.971068700154625,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.98383458455404,AAAB
2025-01-01T01:00:00Z London,48.878516832987465,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.88687292734782,AAAB
2025-01-01T02:00:00Z London,48.90275446573893,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.994852701822914,AAAB
2025-01-01T03:00:00Z London,48.77935282389323,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.81855901082357,AAAB
2025-01-01T04:00:00Z London,48.61848576863607,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.798726399739586,AAAB
2025-01-01T05:00:00Z London,48.792572021484375,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.78329944610596,AAAB
2025-01-01T06:00:00Z London,48.83664480845133,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.78330008188883,AAAB
2025-01-01T07:00:00Z London,48.93801307678223,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.72159767150879,AAAB
2025-01-01T08:00:00Z London,48.682390213012695,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.58938026428223,AAAB
2025-01-01T09:00:00Z London,48.56779861450195,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.351383209228516,AAAB
2025-01-01T10:00:00Z London,48.63831774393717,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.45495573679606,AAAB
2025-01-01T11:00:00Z London,48.77494525909424,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.5959898630778,AAAB
2025-01-01T12:00:00Z London,49.39835262298584,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.29789892832438,AAAB
2025-01-01T13:00:00Z London,53.06407674153646,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.16130574544271,AAAB
2025-01-01T14:00:00Z London,54.619031270345054,AAABAjAA,AAAB,AAAA,AAAA,AAAA,AAAB,52.83901723225912,AAAB
2025-01-01T15:00:00Z London,54.92593129475912,AAAAATAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.93878173828125,AAAB
2025-01-01T16:00:00Z London,54.360728899637856,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,53.176608085632324,AAAB
2025-01-01T17:00:00Z London,54.805731455485024,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.57303841908773,AAAB
2025-01-01T18:00:00Z London,53.64207331339518,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.79300498962402,AAAB
2025-01-01T19:00:00Z London,54.33771006266276,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.041083017985024,AAAB
2025-01-01T20:00:00Z London,53.92339515686035,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.31217575073242,AAAB
2025-01-01T21:00:00Z London,53.65230178833008,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.39401499430338,AAAB
2025-01-01T22:00:00Z London,54.40676307678223,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,53.18683687845866,AAAB
2025-01-01T23:00:00Z London,54.99498462677002,AAABAqAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.68299070994059,AAAB
2025-01-02T00:00:00Z London,55.56274890899658,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.65997282663981,AAAB
2025-01-02T01:00:00Z London,55.946373303731285,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.80575052897135,AAAB
2025-01-02T02:00:00Z London,55.94892883300781,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.99500401814779,AAAB
2025-01-02T03:00:00Z London,56.470658938090004,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.06149864196777,AAAB
2025-01-02T04:00:00Z London,55.90801111857096,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.5576540629069,AAAB
2025-01-02T05:00:00Z London,56.70594787597656,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.6215705871582,AAAB
2025-01-02T06:00:00Z London,57.74940490722656,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.601113637288414,AAAB
2025-01-02T07:00:00Z London,58.268576304117836,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.02567768096924,AAAB
2025-01-02T08:00:00Z London,56.11772664388021,AAAAA1AB,AAAB,AAAA,AAAA,AAAA,AAAB,52.75717957814535,AAAB
2025-01-02T09:00:00Z London,54.5985746383667,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.11013380686442,AAAB
2025-01-02T10:00:00Z London,53.64974498748779,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.4272829691569,AAAB
2025-01-02T11:00:00Z London,53.278907775878906,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,50.73314094543457,AAAB
2025-01-02T12:00:00Z London,53.36586316426595,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.35105832417806,AAAB
2025-01-02T13:00:00Z London,53.35563087463379,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,50.8363094329834,AAAB
2025-01-02T14:00:00Z London,53.63951460520426,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.4958766301473,AAAB
2025-01-02T15:00:00Z London,53.851786613464355,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.163862546284996,AAAB
2025-01-02T16:00:00Z London,54.002678871154785,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.75208314259847,AAAB
2025-01-02T17:00:00Z London,53.524428049723305,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.202222188313804,AAAB
2025-01-02T18:00:00Z London,54.06661605834961,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,51.65234120686849,AAAB
2025-01-02T19:00:00Z London,55.59855270385742,AAABANAA,AAAB,AAAA,AAAA,AAAA,AAAB,52.982239723205566,AAAB
2025-01-02T20:00:00Z London,58.49875068664551,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.68550682067871,AAAB
2025-01-02T21:00:00Z London,59.120222091674805,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.276268005371094,AAAB
2025-01-02T22:00:00Z London,59.27623017628988,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.69825744628906,AAAB
2025-01-02T23:00:00Z London,59.442466735839844,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.87216440836588,AAAB
2025-01-03T00:00:00Z London,59.57033920288086,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,58.005157470703125,AAAB
2025-01-03T01:00:00Z London,59.52942021687826,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.969347635904946,AAAB
2025-01-03T02:00:00Z London,59.588241259256996,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,58.03584289550781,AAAB
2025-01-03T03:00:00Z London,59.94294802347819,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,58.33507092793783,AAAB
2025-01-03T04:00:00Z London,60.00891939798991,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,58.42458248138428,AAAB
2025-01-03T05:00:00Z London,59.86700948079427,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,58.271132151285805,AAAB
2025-01-03T06:00:00Z London,60.01941172281901,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,58.352972666422524,AAAB
2025-01-03T07:00:00Z London,59.988721211751304,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.23790740966797,AAAB
2025-01-03T08:00:00Z London,57.716155687967934,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.51675510406494,AAAB
2025-01-03T09:00:00Z London,56.71873537699381,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.90293471018473,AAAB
2025-01-03T10:00:00Z London,55.6599334081014,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,52.39145882924398,AAAB
2025-01-03T11:00:00Z London,55.19702911376953,AAAAAhAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.496315002441406,AAAB
2025-01-03T12:00:00Z London,55.294211069742836,AAABAHAA,AAAB,AAAA,AAAA,AAAA,AAAB,52.84924825032552,AAAB
2025-01-03T13:00:00Z London,55.5653076171875,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,52.43493461608887,AAAB
2025-01-03T14:00:00Z London,55.80059560139974,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.60882536570231,AAAB
2025-01-03T15:00:00Z London,55.81082534790039,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.14080238342285,AAAB
2025-01-03T16:00:00Z London,56.20467948913574,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.35051981608073,AAAB
2025-01-03T17:00:00Z London,56.45019849141439,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.5320774714152,AAAB
2025-01-03T18:00:00Z London,56.603647549947105,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.76483408610026,AAAB
2025-01-03T19:00:00Z London,57.907968521118164,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.020562171936035,AAAB
2025-01-03T20:00:00Z London,58.53711191813151,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,56.30697886149088,AAAB
2025-01-03T21:00:00Z London,58.61894989013672,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.77501932779948,AAAB
2025-01-03T22:00:00Z London,58.77240117390951,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.1867561340332,AAAB
2025-01-03T23:00:00Z London,58.87981669108073,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.43739032745361,AAAB
2025-01-04T00:00:00Z London,59.16625658671061,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.58828163146973,AAAB
2025-01-04T01:00:00Z London,58.96165657043457,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.49621327718099,AAAB
2025-01-04T02:00:00Z London,59.15602684020996,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.5448055267334,AAAB
2025-01-04T03:00:00Z London,59.273672103881836,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.560150146484375,AAAB
2025-01-04T04:00:00Z London,59.17137145996094,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.6522216796875,AAAB
2025-01-04T05:00:00Z London,59.0434954961141,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.621530532836914,AAAB
2025-01-04T06:00:00Z London,59.342723528544106,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.685468673706055,AAAB
2025-01-04T07:00:00Z London,59.219963709513344,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,56.77244345347086,AAAB
2025-01-04T08:00:00Z London,58.91562016805013,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.30190404256185,AAAB
2025-01-04T09:00:00Z London,58.72125244140625,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,56.24560038248698,AAAB
2025-01-04T10:00:00Z London,58.15093167622884,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.831305503845215,AAAB
2025-01-04T11:00:00Z London,57.95911725362142,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.283982276916504,AAAB
2025-01-04T12:00:00Z London,57.6087392171224,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.18935585021973,AAAB
2025-01-04T13:00:00Z London,57.2225612004598,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.995004653930664,AAAB
2025-01-04T14:00:00Z London,56.818477630615234,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.61903317769369,AAAB
2025-01-04T15:00:00Z London,56.82359313964844,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.061500549316406,AAAB
2025-01-04T16:00:00Z London,56.96936893463135,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.358168284098305,AAAB
2025-01-04T17:00:00Z London,57.110032399495445,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.60369046529134,AAAB
2025-01-04T18:00:00Z London,57.393911361694336,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.28144486745199,AAAB
2025-01-04T19:00:00Z London,58.01538403828939,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.77757994333903,AAAB
2025-01-04T20:00:00Z London,58.25067138671875,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.294211069742836,AAAB
2025-01-04T21:00:00Z London,58.9667714436849,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,55.723870595296226,AAAB
2025-01-04T22:00:00Z London,59.21229044596354,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.565266927083336,AAAB
2025-01-04T23:00:00Z London,59.29924647013346,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.72127342224121,AAAB
2025-01-05T00:00:00Z London,59.554996172587074,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.88751093546549,AAAB
2025-01-05T01:00:00Z London,59.537093798319496,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.95912106831869,AAAB
2025-01-05T02:00:00Z London,59.498730977376304,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.838918685913086,AAAB
2025-01-05T03:00:00Z London,59.583126386006676,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.91052500406901,AAAB
2025-01-05T04:00:00Z London,59.38875961303711,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.83635965983073,AAAB
2025-01-05T05:00:00Z London,59.150912602742515,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.52434539794922,AAAB
2025-01-05T06:00:00Z London,59.14068031311035,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,57.5448055267334,AAAB
2025-01-05T07:00:00Z London,58.618951161702476,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,56.69571749369303,AAAB
2025-01-05T08:00:00Z London,58.386219342549644,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,53.547444661458336,AAAB
2025-01-05T09:00:00Z London,58.158602714538574,AAAA,AAAB,AAAA,AAAA,AAAA,AAAB,54.915703455607094,AAAB
2025-01-05T10:00:00Z London,54.97196896870931,AAAAAVAB,AAAB,AAAA,AAAA,AAAA,AAAB,52.7290465037028,AAAB
2025-01-05T11:00:00Z London,51.89786148071289,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,50.13724263509115,AAAB
2025-01-05T12:00:00Z London,51.079463958740234,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,49.131935119628906,AAAB
2025-01-05T13:00:00Z London,50.69072469075521,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,49.15837860107422,AAAB
2025-01-05T14:00:00Z London,50.32756106058756,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.87631066640218,AAAB
2025-01-05T15:00:00Z London,50.15109634399414,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.545765240987144,AAAB
2025-01-05T16:00:00Z London,49.92173449198405,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.42676671346029,AAAB
2025-01-05T17:00:00Z London,49.8106575012207,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.32980537414551,AAAB
2025-01-05T18:00:00Z London,49.7754020690918,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.43998718261719,AAAB
2025-01-05T19:00:00Z London,49.53300094604492,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.94637107849121,AAAB
2025-01-05T20:00:00Z London,49.577073415120445,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.11384836832682,AAAB
2025-01-05T21:00:00Z London,49.51537195841471,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,47.913316090901695,AAAB
2025-01-05T22:00:00Z London,49.47350311279297,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.4135471979777,AAAB
2025-01-05T23:00:00Z London,49.55503718058268,AAAB,AAAB,AAAA,AAAA,AAAA,AAAB,48.4267692565918,AAAB
2025-01-06T00:00:00Z London,49.43163299560547,AAAB,AAABAmAA,AAAA,AAAAAmAB,AAAA,AAAB,48.54135767618815,AAAB
2025-01-06T01:00:00Z London,49.64318561553955,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.589837074279785,AAAB
2025-01-06T02:00:00Z London,49.36772759755453,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.32099119822184,AAAB
2025-01-06T03:00:00Z London,49.45366954803467,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.53033606211344,AAAB
2025-01-06T04:00:00Z London,49.58809153238932,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.55016962687174,AAAB
2025-01-06T05:00:00Z London,49.62114588419596,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.700019200642906,AAAB
2025-01-06T06:00:00Z London,49.665218353271484,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.752906799316406,AAAB
2025-01-06T07:00:00Z London,49.658608754475914,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.36506303151449,AAAB
2025-01-06T08:00:00Z London,50.7665065129598,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.81681442260742,AAAB
2025-01-06T09:00:00Z London,54.71877574920654,AAABApAA,AAAA,AAAA,AAAB,AAAA,AAAB,51.95516427357992,AAAB
2025-01-06T10:00:00Z London,55.47835222880045,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,53.79552141825358,AAAB
2025-01-06T11:00:00Z London,54.41443634033203,AAAAAEAB,AAAA,AAAA,AAAB,AAAA,AAAB,51.77510070800781,AAAB
2025-01-06T12:00:00Z London,54.16891733805338,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,52.55257924397787,AAAB
2025-01-06T13:00:00Z London,53.50396601359049,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,51.069234212239586,AAAB
2025-01-06T14:00:00Z London,53.76994546254476,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,52.05130958557129,AAAB
2025-01-06T15:00:00Z London,52.89528465270996,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,50.795582135518394,AAAB
2025-01-06T16:00:00Z London,52.73672103881836,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,51.107598304748535,AAAB
2025-01-06T17:00:00Z London,53.20218276977539,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,51.33009910583496,AAAB
2025-01-06T18:00:00Z London,53.90037695566813,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,52.13826529184977,AAAB
2025-01-06T19:00:00Z London,55.15355110168457,AAABAaAA,AAAA,AAAA,AAAB,AAAA,AAAB,52.89528465270996,AAAB
2025-01-06T20:00:00Z London,55.99496523539225,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,53.580692291259766,AAAB
2025-01-06T21:00:00Z London,56.347900390625,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,54.70598793029785,AAAB
2025-01-06T22:00:00Z London,56.869628270467125,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.340249379475914,AAAB
2025-01-06T23:00:00Z London,57.07422606150309,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.56530570983887,AAAB
2025-01-07T00:00:00Z London,57.212330182393394,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.64714558919271,AAAB
2025-01-07T01:00:00Z London,57.20210107167562,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.736659367879234,AAAB
2025-01-07T02:00:00Z London,57.24046230316162,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.746886571248375,AAAB
2025-01-07T03:00:00Z London,57.4425048828125,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.969390869140625,AAAB
2025-01-07T04:00:00Z London,57.54480489095052,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.051230112711586,AAAB
2025-01-07T05:00:00Z London,57.595953623453774,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.09982172648112,AAAB
2025-01-07T06:00:00Z London,57.71615727742513,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.212350845336914,AAAB
2025-01-07T07:00:00Z London,57.8235715230306,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,54.59345785776774,AAAB
2025-01-07T08:00:00Z London,55.6113395690918,AAAAAfAB,AAAA,AAAA,AAAB,AAAA,AAAB,51.89786338806152,AAAB
2025-01-07T09:00:00Z London,52.675336837768555,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,50.59889348347982,AAAB
2025-01-07T10:00:00Z London,51.25337219238281,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.752906799316406,AAAB
2025-01-07T11:00:00Z London,50.32464154561361,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.48185729980469,AAAB
2025-01-07T12:00:00Z London,49.3699312210083,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,47.490212758382164,AAAB
2025-01-07T13:00:00Z London,49.49113114674886,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,47.83618768056234,AAAB
2025-01-07T14:00:00Z London,50.06705220540365,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.39150746663412,AAAB
2025-01-07T15:00:00Z London,51.202223459879555,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,49.06141916910807,AAAB
2025-01-07T16:00:00Z London,51.36590449015299,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,49.51977793375651,AAAB
2025-01-07T17:00:00Z London,51.44263013203939,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,49.23550510406494,AAAB
2025-01-07T18:00:00Z London,51.67280356089274,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,50.01167011260986,AAAB
2025-01-07T19:00:00Z London,53.526983896891274,AAABAdAA,AAAA,AAAA,AAAB,AAAA,AAAB,51.039804458618164,AAAB
2025-01-07T20:00:00Z London,56.50134595235189,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,53.96431541442871,AAAB
2025-01-07T21:00:00Z London,57.37600898742676,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.28909683227539,AAAB
2025-01-07T22:00:00Z London,57.84147516886393,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.347896575927734,AAAB
2025-01-07T23:00:00Z London,57.79288101196289,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.40416399637858,AAAB
2025-01-08T00:00:00Z London,58.05374558766683,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.50646146138509,AAAB
2025-01-08T01:00:00Z London,58.2660182317098,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.70594596862793,AAAB
2025-01-08T02:00:00Z London,58.47573312123617,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.920777320861816,AAAB
2025-01-08T03:00:00Z London,58.48596318562826,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.95146687825521,AAAB
2025-01-08T04:00:00Z London,58.4859619140625,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.849168141682945,AAAB
2025-01-08T05:00:00Z London,58.76473045349121,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,57.16885280609131,AAAB
2025-01-08T06:00:00Z London,58.659872690836586,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,57.07422765096029,AAAB
2025-01-08T07:00:00Z London,58.51665369669596,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,55.0896110534668,AAAB
2025-01-08T08:00:00Z London,56.76476891835531,AAAAAiAB,AAAA,AAAA,AAAB,AAAA,AAAB,52.511659940083824,AAAB
2025-01-08T09:00:00Z London,53.81086667378744,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,51.62658214569092,AAAB
2025-01-08T10:00:00Z London,52.695801417032875,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,49.418408711751304,AAAB
2025-01-08T11:00:00Z London,52.14849853515625,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,50.027670542399086,AAAB
2025-01-08T12:00:00Z London,50.79302787780762,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.15792274475098,AAAB
2025-01-08T13:00:00Z London,50.772565841674805,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.9203847249349,AAAB
2025-01-08T14:00:00Z London,50.34802055358887,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.39811770121256,AAAB
2025-01-08T15:00:00Z London,49.24260965983073,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,46.87319278717041,AAAB
2025-01-08T16:00:00Z London,49.48231824239095,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,47.474788983662926,AAAB
2025-01-08T17:00:00Z London,49.824910481770836,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,47.624637603759766,AAAB
2025-01-08T18:00:00Z London,50.32244364420573,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,47.99484888712565,AAAB
2025-01-08T19:00:00Z London,52.49631436665853,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,50.21294848124186,AAAB
2025-01-08T20:00:00Z London,55.05124855041504,AAABAKAA,AAAA,AAAA,AAAB,AAAA,AAAB,52.704269091288246,AAAB
2025-01-08T21:00:00Z London,57.33253447214762,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,54.57555707295736,AAAB
2025-01-08T22:00:00Z London,58.20975430806478,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.5218079884847,AAAB
2025-01-08T23:00:00Z London,58.31205368041992,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.777557373046875,AAAB
2025-01-09T00:00:00Z London,58.37343215942383,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.859397888183594,AAAB
2025-01-09T01:00:00Z London,58.370876948038735,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.83638064066569,AAAB
2025-01-09T02:00:00Z London,58.55501397450765,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.94379456837972,AAAB
2025-01-09T03:00:00Z London,58.659871101379395,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,57.08189837137858,AAAB
2025-01-09T04:00:00Z London,58.57547378540039,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,57.02052021026611,AAAB
2025-01-09T05:00:00Z London,58.48596318562826,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.931007385253906,AAAB
2025-01-09T06:00:00Z London,58.291595458984375,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,56.798020680745445,AAAB
2025-01-09T07:00:00Z London,58.39133516947428,AAAA,AAAA,AAAA,AAAB,AAAA,AAAB,54.629265467325844,AAAB
2025-01-09T08:00:00Z London,56.6829309463501,AAAAAkAB,AAAA,AAAA,AAAB,AAAA,AAAB,52.27381292978922,AAAB
2025-01-09T09:00:00Z London,52.70603052775065,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,49.78846740722656,AAAB
2025-01-09T10:00:00Z London,50.68560981750488,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,47.7877082824707,AAAB
2025-01-09T11:00:00Z London,49.93150520324707,AAAB,AAAA,AAAA,AAAB,AAAA,AAAB,48.01688766479492,AAAB
